Well name,"MD
(m)","Incl
(°)","Azim Grid
(°)","TVD
(m)"
SY116,349.5,2.464,100.739,349.444
SY116,349.625,2.465,100.737,349.569
SY116,349.75,2.468,100.733,349.694
SY116,349.875,2.471,100.739,349.819
SY116,350,2.473,100.742,349.944
SY116,350.125,2.476,100.728,350.069
SY116,350.25,2.479,100.706,350.194
SY116,350.375,2.481,100.698,350.318
SY116,350.5,2.484,100.678,350.443
SY116,350.625,2.485,100.669,350.568
SY116,350.75,2.488,100.65,350.693
SY116,350.875,2.491,100.636,350.818
SY116,351,2.493,100.628,350.943
SY116,351.125,2.496,100.605,351.068
SY116,351.25,2.5,100.576,351.193
SY116,351.375,2.502,100.574,351.317
SY116,351.5,2.506,100.566,351.442
SY116,351.625,2.511,100.562,351.567
SY116,351.75,2.513,100.576,351.692
SY116,351.875,2.517,100.553,351.817
SY116,352,2.519,100.533,351.942
SY116,352.125,2.522,100.533,352.067
SY116,352.25,2.525,100.527,352.192
SY116,352.375,2.526,100.53,352.316
SY116,352.5,2.529,100.536,352.441
SY116,352.625,2.533,100.552,352.566
SY116,352.75,2.535,100.577,352.691
SY116,352.875,2.539,100.607,352.816
SY116,353,2.542,100.628,352.941
SY116,353.125,2.544,100.636,353.066
SY116,353.25,2.548,100.66,353.191
SY116,353.375,2.553,100.687,353.316
SY116,353.5,2.555,100.702,353.44
SY116,353.625,2.56,100.736,353.565
SY116,353.75,2.562,100.755,353.69
SY116,353.875,2.565,100.794,353.815
SY116,354,2.569,100.815,353.94
SY116,354.125,2.571,100.82,354.065
SY116,354.25,2.576,100.816,354.19
SY116,354.375,2.58,100.82,354.315
SY116,354.5,2.582,100.822,354.439
SY116,354.625,2.585,100.836,354.564
SY116,354.75,2.589,100.852,354.689
SY116,354.875,2.591,100.858,354.814
SY116,355,2.594,100.849,354.939
SY116,355.125,2.596,100.827,355.064
SY116,355.25,2.599,100.791,355.189
SY116,355.375,2.602,100.757,355.314
SY116,355.5,2.604,100.74,355.438
SY116,355.625,2.607,100.732,355.563
SY116,355.75,2.61,100.73,355.688
SY116,355.875,2.611,100.72,355.813
SY116,356,2.613,100.71,355.938
SY116,356.125,2.616,100.707,356.063
SY116,356.25,2.617,100.7,356.188
SY116,356.375,2.62,100.696,356.312
SY116,356.5,2.622,100.703,356.437
SY116,356.625,2.623,100.706,356.562
SY116,356.75,2.625,100.712,356.687
SY116,356.875,2.626,100.714,356.812
SY116,357,2.629,100.71,356.937
SY116,357.125,2.632,100.709,357.062
SY116,357.25,2.633,100.704,357.187
SY116,357.375,2.636,100.708,357.311
SY116,357.5,2.639,100.717,357.436
SY116,357.625,2.64,100.717,357.561
SY116,357.75,2.642,100.72,357.686
SY116,357.875,2.645,100.717,357.811
SY116,358,2.646,100.711,357.936
SY116,358.125,2.649,100.706,358.061
SY116,358.25,2.65,100.707,358.185
SY116,358.375,2.653,100.712,358.31
SY116,358.5,2.655,100.723,358.435
SY116,358.625,2.656,100.73,358.56
SY116,358.75,2.658,100.74,358.685
SY116,358.875,2.661,100.75,358.81
SY116,359,2.663,100.747,358.935
SY116,359.125,2.665,100.738,359.06
SY116,359.25,2.668,100.724,359.184
SY116,359.375,2.668,100.714,359.309
SY116,359.5,2.669,100.703,359.434
SY116,359.625,2.671,100.694,359.559
SY116,359.75,2.672,100.69,359.684
SY116,359.875,2.673,100.676,359.809
SY116,360,2.674,100.667,359.934
SY116,360.125,2.676,100.64,360.058
SY116,360.25,2.677,100.625,360.183
SY116,360.375,2.679,100.62,360.308
SY116,360.5,2.681,100.651,360.433
SY116,360.625,2.683,100.678,360.558
SY116,360.75,2.684,100.684,360.683
SY116,360.875,2.684,100.707,360.808
SY116,361,2.685,100.712,360.932
SY116,361.125,2.686,100.716,361.057
SY116,361.25,2.687,100.724,361.182
SY116,361.375,2.688,100.744,361.307
SY116,361.5,2.688,100.757,361.432
SY116,361.625,2.689,100.774,361.557
SY116,361.75,2.689,100.777,361.682
SY116,361.875,2.69,100.777,361.807
SY116,362,2.691,100.782,361.931
SY116,362.125,2.692,100.785,362.056
SY116,362.25,2.692,100.783,362.181
SY116,362.375,2.694,100.752,362.306
SY116,362.5,2.695,100.735,362.431
SY116,362.625,2.696,100.713,362.556
SY116,362.75,2.698,100.7,362.681
SY116,362.875,2.698,100.698,362.805
SY116,363,2.698,100.679,362.93
SY116,363.125,2.699,100.685,363.055
SY116,363.25,2.699,100.692,363.18
SY116,363.375,2.699,100.684,363.305
SY116,363.5,2.698,100.683,363.43
SY116,363.625,2.7,100.697,363.555
SY116,363.75,2.701,100.7,363.679
SY116,363.875,2.701,100.698,363.804
SY116,364,2.702,100.695,363.929
SY116,364.125,2.704,100.692,364.054
SY116,364.25,2.705,100.692,364.179
SY116,364.375,2.705,100.69,364.304
SY116,364.5,2.705,100.692,364.429
SY116,364.625,2.706,100.69,364.553
SY116,364.75,2.707,100.681,364.678
SY116,364.875,2.707,100.679,364.803
SY116,365,2.707,100.681,364.928
SY116,365.125,2.708,100.666,365.053
SY116,365.25,2.708,100.664,365.178
SY116,365.375,2.709,100.655,365.303
SY116,365.5,2.709,100.647,365.427
SY116,365.625,2.71,100.652,365.552
SY116,365.75,2.71,100.652,365.677
SY116,365.875,2.711,100.646,365.802
SY116,366,2.711,100.634,365.927
SY116,366.125,2.711,100.627,366.052
SY116,366.25,2.711,100.621,366.177
SY116,366.375,2.711,100.61,366.302
SY116,366.5,2.711,100.596,366.426
SY116,366.625,2.711,100.582,366.551
SY116,366.75,2.71,100.554,366.676
SY116,366.875,2.71,100.549,366.801
SY116,367,2.71,100.538,366.926
SY116,367.125,2.71,100.506,367.051
SY116,367.25,2.71,100.494,367.176
SY116,367.375,2.709,100.481,367.3
SY116,367.5,2.709,100.452,367.425
SY116,367.625,2.708,100.441,367.55
SY116,367.75,2.709,100.423,367.675
SY116,367.875,2.708,100.393,367.8
SY116,368,2.707,100.375,367.925
SY116,368.125,2.706,100.346,368.05
SY116,368.25,2.706,100.325,368.174
SY116,368.375,2.706,100.318,368.299
SY116,368.5,2.705,100.311,368.424
SY116,368.625,2.704,100.283,368.549
SY116,368.75,2.703,100.274,368.674
SY116,368.875,2.703,100.256,368.799
SY116,369,2.699,100.243,368.924
SY116,369.125,2.698,100.232,369.048
SY116,369.25,2.698,100.212,369.173
SY116,369.375,2.699,100.206,369.298
SY116,369.5,2.698,100.2,369.423
SY116,369.625,2.696,100.182,369.548
SY116,369.75,2.695,100.173,369.673
SY116,369.875,2.695,100.135,369.798
SY116,370,2.695,100.105,369.922
SY116,370.125,2.695,100.105,370.047
SY116,370.25,2.694,100.115,370.172
SY116,370.375,2.695,100.145,370.297
SY116,370.5,2.695,100.159,370.422
SY116,370.625,2.695,100.164,370.547
SY116,370.75,2.695,100.179,370.672
SY116,370.875,2.695,100.184,370.797
SY116,371,2.695,100.175,370.921
SY116,371.125,2.694,100.171,371.046
SY116,371.25,2.691,100.16,371.171
SY116,371.375,2.691,100.152,371.296
SY116,371.5,2.693,100.155,371.421
SY116,371.625,2.694,100.174,371.546
SY116,371.75,2.695,100.179,371.671
SY116,371.875,2.696,100.176,371.795
SY116,372,2.697,100.163,371.92
SY116,372.125,2.698,100.155,372.045
SY116,372.25,2.698,100.16,372.17
SY116,372.375,2.697,100.159,372.295
SY116,372.5,2.697,100.143,372.42
SY116,372.625,2.697,100.132,372.545
SY116,372.75,2.698,100.111,372.669
SY116,372.875,2.699,100.091,372.794
SY116,373,2.699,100.068,372.919
SY116,373.125,2.699,100.061,373.044
SY116,373.25,2.699,100.058,373.169
SY116,373.375,2.698,100.061,373.294
SY116,373.5,2.698,100.07,373.419
SY116,373.625,2.698,100.07,373.543
SY116,373.75,2.697,100.05,373.668
SY116,373.875,2.697,100.022,373.793
SY116,374,2.698,100.007,373.918
SY116,374.125,2.697,99.974,374.043
SY116,374.25,2.697,99.959,374.168
SY116,374.375,2.696,99.932,374.293
SY116,374.5,2.695,99.916,374.418
SY116,374.625,2.695,99.907,374.542
SY116,374.75,2.696,99.901,374.667
SY116,374.875,2.695,99.886,374.792
SY116,375,2.694,99.883,374.917
SY116,375.125,2.694,99.878,375.042
SY116,375.25,2.693,99.861,375.167
SY116,375.375,2.694,99.85,375.292
SY116,375.5,2.694,99.83,375.416
SY116,375.625,2.693,99.805,375.541
SY116,375.75,2.693,99.78,375.666
SY116,375.875,2.693,99.738,375.791
SY116,376,2.693,99.717,375.916
SY116,376.125,2.693,99.68,376.041
SY116,376.25,2.693,99.628,376.166
SY116,376.375,2.694,99.602,376.29
SY116,376.5,2.694,99.551,376.415
SY116,376.625,2.695,99.511,376.54
SY116,376.75,2.696,99.483,376.665
SY116,376.875,2.697,99.43,376.79
SY116,377,2.697,99.384,376.915
SY116,377.125,2.697,99.374,377.04
SY116,377.25,2.697,99.344,377.164
SY116,377.375,2.697,99.325,377.289
SY116,377.5,2.697,99.289,377.414
SY116,377.625,2.697,99.267,377.539
SY116,377.75,2.698,99.265,377.664
SY116,377.875,2.697,99.257,377.789
SY116,378,2.698,99.231,377.914
SY116,378.125,2.699,99.214,378.038
SY116,378.25,2.7,99.194,378.163
SY116,378.375,2.701,99.175,378.288
SY116,378.5,2.701,99.159,378.413
SY116,378.625,2.703,99.128,378.538
SY116,378.75,2.706,99.099,378.663
SY116,378.875,2.707,99.073,378.788
SY116,379,2.706,99.028,378.913
SY116,379.125,2.707,99.016,379.037
SY116,379.25,2.707,99.005,379.162
SY116,379.375,2.707,98.984,379.287
SY116,379.5,2.707,98.974,379.412
SY116,379.625,2.708,98.946,379.537
SY116,379.75,2.708,98.915,379.662
SY116,379.875,2.708,98.898,379.787
SY116,380,2.709,98.866,379.911
SY116,380.125,2.71,98.846,380.036
SY116,380.25,2.71,98.833,380.161
SY116,380.375,2.71,98.82,380.286
SY116,380.5,2.709,98.811,380.411
SY116,380.625,2.709,98.784,380.536
SY116,380.75,2.71,98.759,380.661
SY116,380.875,2.71,98.738,380.785
SY116,381,2.71,98.704,380.91
SY116,381.125,2.71,98.684,381.035
SY116,381.25,2.71,98.68,381.16
SY116,381.375,2.711,98.671,381.285
SY116,381.5,2.712,98.652,381.41
SY116,381.625,2.713,98.641,381.535
SY116,381.75,2.714,98.626,381.659
SY116,381.875,2.715,98.618,381.784
SY116,382,2.716,98.61,381.909
SY116,382.125,2.717,98.608,382.034
SY116,382.25,2.717,98.599,382.159
SY116,382.375,2.718,98.591,382.284
SY116,382.5,2.72,98.587,382.409
SY116,382.625,2.721,98.59,382.533
SY116,382.75,2.722,98.592,382.658
SY116,382.875,2.723,98.591,382.783
SY116,383,2.724,98.588,382.908
SY116,383.125,2.727,98.6,383.033
SY116,383.25,2.73,98.605,383.158
SY116,383.375,2.731,98.602,383.283
SY116,383.5,2.733,98.601,383.407
SY116,383.625,2.734,98.602,383.532
SY116,383.75,2.737,98.598,383.657
SY116,383.875,2.74,98.587,383.782
SY116,384,2.741,98.589,383.907
SY116,384.125,2.744,98.597,384.032
SY116,384.25,2.747,98.625,384.157
SY116,384.375,2.75,98.634,384.281
SY116,384.5,2.753,98.648,384.406
SY116,384.625,2.753,98.661,384.531
SY116,384.75,2.754,98.666,384.656
SY116,384.875,2.757,98.671,384.781
SY116,385,2.761,98.693,384.906
SY116,385.125,2.762,98.708,385.031
SY116,385.25,2.765,98.739,385.155
SY116,385.375,2.766,98.755,385.28
SY116,385.5,2.769,98.753,385.405
SY116,385.625,2.772,98.762,385.53
SY116,385.75,2.774,98.772,385.655
SY116,385.875,2.776,98.791,385.78
SY116,386,2.778,98.805,385.905
SY116,386.125,2.78,98.809,386.029
SY116,386.25,2.783,98.812,386.154
SY116,386.375,2.786,98.827,386.279
SY116,386.5,2.789,98.838,386.404
SY116,386.625,2.793,98.843,386.529
SY116,386.75,2.794,98.844,386.654
SY116,386.875,2.795,98.823,386.779
SY116,387,2.795,98.784,386.903
SY116,387.125,2.796,98.766,387.028
SY116,387.25,2.797,98.744,387.153
SY116,387.375,2.798,98.732,387.278
SY116,387.5,2.799,98.727,387.403
SY116,387.625,2.8,98.707,387.528
SY116,387.75,2.802,98.697,387.652
SY116,387.875,2.803,98.697,387.777
SY116,388,2.803,98.675,387.902
SY116,388.125,2.803,98.682,388.027
SY116,388.25,2.803,98.679,388.152
SY116,388.375,2.804,98.658,388.277
SY116,388.5,2.805,98.654,388.402
SY116,388.625,2.807,98.652,388.526
SY116,388.75,2.808,98.649,388.651
SY116,388.875,2.809,98.653,388.776
SY116,389,2.81,98.667,388.901
SY116,389.125,2.812,98.687,389.026
SY116,389.25,2.812,98.697,389.151
SY116,389.375,2.814,98.72,389.276
SY116,389.5,2.816,98.737,389.4
SY116,389.625,2.816,98.736,389.525
SY116,389.75,2.818,98.739,389.65
SY116,389.875,2.82,98.763,389.775
SY116,390,2.82,98.77,389.9
SY116,390.125,2.822,98.772,390.025
SY116,390.25,2.823,98.775,390.15
SY116,390.375,2.826,98.748,390.274
SY116,390.5,2.828,98.718,390.399
SY116,390.625,2.829,98.7,390.524
SY116,390.75,2.831,98.663,390.649
SY116,390.875,2.833,98.662,390.774
SY116,391,2.834,98.669,390.899
SY116,391.125,2.836,98.67,391.023
SY116,391.25,2.838,98.647,391.148
SY116,391.375,2.839,98.63,391.273
SY116,391.5,2.841,98.627,391.398
SY116,391.625,2.843,98.645,391.523
SY116,391.75,2.845,98.692,391.648
SY116,391.875,2.845,98.71,391.773
SY116,392,2.846,98.717,391.897
SY116,392.125,2.849,98.726,392.022
SY116,392.25,2.851,98.722,392.147
SY116,392.375,2.852,98.726,392.272
SY116,392.5,2.854,98.731,392.397
SY116,392.625,2.856,98.753,392.522
SY116,392.75,2.857,98.77,392.646
SY116,392.875,2.859,98.789,392.771
SY116,393,2.861,98.804,392.896
SY116,393.125,2.862,98.801,393.021
SY116,393.25,2.865,98.813,393.146
SY116,393.375,2.866,98.825,393.271
SY116,393.5,2.868,98.835,393.395
SY116,393.625,2.869,98.852,393.52
SY116,393.75,2.87,98.858,393.645
SY116,393.875,2.872,98.884,393.77
SY116,394,2.873,98.9,393.895
SY116,394.125,2.875,98.91,394.02
SY116,394.25,2.877,98.934,394.145
SY116,394.375,2.879,98.94,394.269
SY116,394.5,2.88,98.942,394.394
SY116,394.625,2.882,98.953,394.519
SY116,394.75,2.883,98.96,394.644
SY116,394.875,2.885,98.981,394.769
SY116,395,2.887,99.001,394.894
SY116,395.125,2.888,99.006,395.018
SY116,395.25,2.89,99.029,395.143
SY116,395.375,2.892,99.047,395.268
SY116,395.5,2.893,99.051,395.393
SY116,395.625,2.894,99.052,395.518
SY116,395.75,2.897,99.055,395.643
SY116,395.875,2.898,99.062,395.767
SY116,396,2.9,99.074,395.892
SY116,396.125,2.902,99.094,396.017
SY116,396.25,2.902,99.097,396.142
SY116,396.375,2.904,99.102,396.267
SY116,396.5,2.905,99.106,396.392
SY116,396.625,2.906,99.105,396.517
SY116,396.75,2.907,99.109,396.641
SY116,396.875,2.909,99.112,396.766
SY116,397,2.911,99.118,396.891
SY116,397.125,2.912,99.124,397.016
SY116,397.25,2.913,99.128,397.141
SY116,397.375,2.915,99.144,397.266
SY116,397.5,2.917,99.158,397.39
SY116,397.625,2.917,99.166,397.515
SY116,397.75,2.918,99.162,397.64
SY116,397.875,2.919,99.16,397.765
SY116,398,2.92,99.155,397.89
SY116,398.125,2.92,99.15,398.015
SY116,398.25,2.921,99.146,398.139
SY116,398.375,2.922,99.138,398.264
SY116,398.5,2.922,99.134,398.389
SY116,398.625,2.922,99.132,398.514
SY116,398.75,2.922,99.13,398.639
SY116,398.875,2.923,99.135,398.764
SY116,399,2.923,99.135,398.888
SY116,399.125,2.923,99.12,399.013
SY116,399.25,2.924,99.112,399.138
SY116,399.375,2.924,99.101,399.263
SY116,399.5,2.924,99.076,399.388
SY116,399.625,2.924,99.057,399.513
SY116,399.75,2.924,99.019,399.637
SY116,399.875,2.925,98.998,399.762
SY116,400,2.925,98.981,399.887
SY116,400.125,2.925,98.943,400.012
SY116,400.25,2.925,98.897,400.137
SY116,400.375,2.925,98.878,400.262
SY116,400.5,2.925,98.85,400.387
SY116,400.625,2.925,98.826,400.511
SY116,400.75,2.925,98.816,400.636
SY116,400.875,2.925,98.796,400.761
SY116,401,2.924,98.761,400.886
SY116,401.125,2.924,98.752,401.011
SY116,401.25,2.925,98.733,401.136
SY116,401.375,2.925,98.723,401.26
SY116,401.5,2.924,98.702,401.385
SY116,401.625,2.925,98.689,401.51
SY116,401.75,2.925,98.679,401.635
SY116,401.875,2.925,98.658,401.76
SY116,402,2.926,98.641,401.885
SY116,402.125,2.926,98.631,402.009
SY116,402.25,2.926,98.643,402.134
SY116,402.375,2.927,98.655,402.259
SY116,402.5,2.927,98.655,402.384
SY116,402.625,2.928,98.638,402.509
SY116,402.75,2.928,98.634,402.634
SY116,402.875,2.929,98.635,402.758
SY116,403,2.93,98.665,402.883
SY116,403.125,2.93,98.674,403.008
SY116,403.25,2.931,98.692,403.133
SY116,403.375,2.932,98.712,403.258
SY116,403.5,2.933,98.713,403.383
SY116,403.625,2.934,98.739,403.507
SY116,403.75,2.934,98.754,403.632
SY116,403.875,2.935,98.761,403.757
SY116,404,2.936,98.767,403.882
SY116,404.125,2.937,98.743,404.007
SY116,404.25,2.936,98.729,404.132
SY116,404.375,2.937,98.711,404.256
SY116,404.5,2.938,98.708,404.381
SY116,404.625,2.939,98.685,404.506
SY116,404.75,2.94,98.651,404.631
SY116,404.875,2.94,98.641,404.756
SY116,405,2.941,98.627,404.881
SY116,405.125,2.942,98.607,405.005
SY116,405.25,2.942,98.589,405.13
SY116,405.375,2.945,98.58,405.255
SY116,405.5,2.946,98.574,405.38
SY116,405.625,2.946,98.575,405.505
SY116,405.75,2.947,98.596,405.63
SY116,405.875,2.947,98.61,405.754
SY116,406,2.948,98.649,405.879
SY116,406.125,2.949,98.673,406.004
SY116,406.25,2.95,98.671,406.129
SY116,406.375,2.951,98.669,406.254
SY116,406.5,2.952,98.689,406.379
SY116,406.625,2.953,98.711,406.503
SY116,406.75,2.954,98.746,406.628
SY116,406.875,2.954,98.733,406.753
SY116,407,2.954,98.717,406.878
SY116,407.125,2.956,98.691,407.003
SY116,407.25,2.958,98.668,407.128
SY116,407.375,2.958,98.664,407.252
SY116,407.5,2.958,98.685,407.377
SY116,407.625,2.958,98.703,407.502
SY116,407.75,2.959,98.721,407.627
SY116,407.875,2.959,98.722,407.752
SY116,408,2.959,98.72,407.877
SY116,408.125,2.959,98.691,408.001
SY116,408.25,2.961,98.656,408.126
SY116,408.375,2.961,98.631,408.251
SY116,408.5,2.961,98.611,408.376
SY116,408.625,2.96,98.596,408.501
SY116,408.75,2.961,98.593,408.626
SY116,408.875,2.962,98.59,408.75
SY116,409,2.964,98.572,408.875
SY116,409.125,2.964,98.554,409
SY116,409.25,2.965,98.529,409.125
SY116,409.375,2.965,98.526,409.25
SY116,409.5,2.964,98.521,409.375
SY116,409.625,2.964,98.512,409.499
SY116,409.75,2.965,98.509,409.624
SY116,409.875,2.966,98.496,409.749
SY116,410,2.966,98.479,409.874
SY116,410.125,2.967,98.474,409.999
SY116,410.25,2.967,98.485,410.124
SY116,410.375,2.967,98.498,410.248
SY116,410.5,2.968,98.491,410.373
SY116,410.625,2.97,98.464,410.498
SY116,410.75,2.971,98.451,410.623
SY116,410.875,2.973,98.429,410.748
SY116,411,2.975,98.411,410.873
SY116,411.125,2.976,98.409,410.997
SY116,411.25,2.978,98.406,411.122
SY116,411.375,2.98,98.396,411.247
SY116,411.5,2.981,98.398,411.372
SY116,411.625,2.982,98.4,411.497
SY116,411.75,2.984,98.381,411.622
SY116,411.875,2.986,98.367,411.746
SY116,412,2.988,98.336,411.871
SY116,412.125,2.988,98.319,411.996
SY116,412.25,2.988,98.319,412.121
SY116,412.375,2.988,98.326,412.246
SY116,412.5,2.988,98.321,412.371
SY116,412.625,2.989,98.302,412.495
SY116,412.75,2.989,98.292,412.62
SY116,412.875,2.99,98.287,412.745
SY116,413,2.991,98.275,412.87
SY116,413.125,2.993,98.255,412.995
SY116,413.25,2.993,98.24,413.12
SY116,413.375,2.994,98.238,413.244
SY116,413.5,2.997,98.238,413.369
SY116,413.625,2.998,98.234,413.494
SY116,413.75,2.999,98.233,413.619
SY116,413.875,3,98.235,413.744
SY116,414,3.002,98.227,413.869
SY116,414.125,3.003,98.221,413.993
SY116,414.25,3.003,98.209,414.118
SY116,414.375,3.005,98.192,414.243
SY116,414.5,3.006,98.177,414.368
SY116,414.625,3.007,98.167,414.493
SY116,414.75,3.008,98.153,414.617
SY116,414.875,3.009,98.132,414.742
SY116,415,3.01,98.137,414.867
SY116,415.125,3.011,98.13,414.992
SY116,415.25,3.012,98.129,415.117
SY116,415.375,3.013,98.135,415.242
SY116,415.5,3.014,98.143,415.366
SY116,415.625,3.015,98.146,415.491
SY116,415.75,3.016,98.135,415.616
SY116,415.875,3.017,98.126,415.741
SY116,416,3.018,98.125,415.866
SY116,416.125,3.02,98.129,415.991
SY116,416.25,3.022,98.134,416.115
SY116,416.375,3.022,98.126,416.24
SY116,416.5,3.024,98.106,416.365
SY116,416.625,3.026,98.098,416.49
SY116,416.75,3.027,98.103,416.615
SY116,416.875,3.027,98.116,416.74
SY116,417,3.027,98.128,416.864
SY116,417.125,3.029,98.161,416.989
SY116,417.25,3.03,98.175,417.114
SY116,417.375,3.03,98.184,417.239
SY116,417.5,3.032,98.208,417.364
SY116,417.625,3.032,98.204,417.488
SY116,417.75,3.033,98.208,417.613
SY116,417.875,3.034,98.22,417.738
SY116,418,3.035,98.238,417.863
SY116,418.125,3.035,98.24,417.988
SY116,418.25,3.037,98.239,418.113
SY116,418.375,3.037,98.22,418.237
SY116,418.5,3.038,98.222,418.362
SY116,418.625,3.039,98.219,418.487
SY116,418.75,3.039,98.215,418.612
SY116,418.875,3.04,98.215,418.737
SY116,419,3.041,98.205,418.862
SY116,419.125,3.042,98.193,418.986
SY116,419.25,3.042,98.166,419.111
SY116,419.375,3.042,98.153,419.236
SY116,419.5,3.042,98.155,419.361
SY116,419.625,3.043,98.161,419.486
SY116,419.75,3.043,98.161,419.611
SY116,419.875,3.043,98.153,419.735
SY116,420,3.043,98.15,419.86
SY116,420.125,3.043,98.158,419.985
SY116,420.25,3.043,98.164,420.11
SY116,420.375,3.043,98.188,420.235
SY116,420.5,3.043,98.209,420.359
SY116,420.625,3.041,98.236,420.484
SY116,420.75,3.042,98.228,420.609
SY116,420.875,3.043,98.227,420.734
SY116,421,3.043,98.224,420.859
SY116,421.125,3.044,98.216,420.984
SY116,421.25,3.044,98.216,421.108
SY116,421.375,3.044,98.217,421.233
SY116,421.5,3.045,98.213,421.358
SY116,421.625,3.045,98.212,421.483
SY116,421.75,3.046,98.207,421.608
SY116,421.875,3.046,98.204,421.733
SY116,422,3.046,98.19,421.857
SY116,422.125,3.047,98.169,421.982
SY116,422.25,3.047,98.163,422.107
SY116,422.375,3.048,98.157,422.232
SY116,422.5,3.049,98.173,422.357
SY116,422.625,3.049,98.183,422.481
SY116,422.75,3.05,98.191,422.606
SY116,422.875,3.051,98.184,422.731
SY116,423,3.051,98.181,422.856
SY116,423.125,3.052,98.164,422.981
SY116,423.25,3.053,98.126,423.106
SY116,423.375,3.054,98.113,423.23
SY116,423.5,3.054,98.106,423.355
SY116,423.625,3.054,98.115,423.48
SY116,423.75,3.055,98.14,423.605
SY116,423.875,3.056,98.155,423.73
SY116,424,3.056,98.164,423.855
SY116,424.125,3.056,98.165,423.979
SY116,424.25,3.056,98.18,424.104
SY116,424.375,3.056,98.186,424.229
SY116,424.5,3.057,98.199,424.354
SY116,424.625,3.058,98.211,424.479
SY116,424.75,3.059,98.212,424.603
SY116,424.875,3.06,98.214,424.728
SY116,425,3.06,98.219,424.853
SY116,425.125,3.061,98.234,424.978
SY116,425.25,3.064,98.226,425.103
SY116,425.375,3.064,98.208,425.228
SY116,425.5,3.067,98.155,425.352
SY116,425.625,3.068,98.151,425.477
SY116,425.75,3.069,98.16,425.602
SY116,425.875,3.069,98.187,425.727
SY116,426,3.068,98.203,425.852
SY116,426.125,3.069,98.201,425.976
SY116,426.25,3.07,98.198,426.101
SY116,426.375,3.07,98.183,426.226
SY116,426.5,3.07,98.179,426.351
SY116,426.625,3.071,98.191,426.476
SY116,426.75,3.071,98.198,426.601
SY116,426.875,3.072,98.191,426.725
SY116,427,3.074,98.199,426.85
SY116,427.125,3.074,98.2,426.975
SY116,427.25,3.076,98.212,427.1
SY116,427.375,3.078,98.213,427.225
SY116,427.5,3.079,98.21,427.349
SY116,427.625,3.08,98.204,427.474
SY116,427.75,3.082,98.205,427.599
SY116,427.875,3.083,98.207,427.724
SY116,428,3.084,98.192,427.849
SY116,428.125,3.085,98.175,427.974
SY116,428.25,3.085,98.154,428.098
SY116,428.375,3.087,98.155,428.223
SY116,428.5,3.087,98.164,428.348
SY116,428.625,3.089,98.174,428.473
SY116,428.75,3.088,98.144,428.598
SY116,428.875,3.089,98.134,428.723
SY116,429,3.09,98.113,428.847
SY116,429.125,3.091,98.095,428.972
SY116,429.25,3.092,98.088,429.097
SY116,429.375,3.093,98.077,429.222
SY116,429.5,3.094,98.077,429.347
SY116,429.625,3.095,98.079,429.471
SY116,429.75,3.096,98.093,429.596
SY116,429.875,3.097,98.095,429.721
SY116,430,3.098,98.084,429.846
SY116,430.125,3.1,98.079,429.971
SY116,430.25,3.102,98.079,430.095
SY116,430.375,3.104,98.075,430.22
SY116,430.5,3.106,98.086,430.345
SY116,430.625,3.106,98.085,430.47
SY116,430.75,3.108,98.07,430.595
SY116,430.875,3.11,98.072,430.72
SY116,431,3.11,98.079,430.844
SY116,431.125,3.113,98.094,430.969
SY116,431.25,3.114,98.098,431.094
SY116,431.375,3.114,98.101,431.219
SY116,431.5,3.115,98.107,431.344
SY116,431.625,3.115,98.105,431.468
SY116,431.75,3.116,98.105,431.593
SY116,431.875,3.118,98.111,431.718
SY116,432,3.119,98.116,431.843
SY116,432.125,3.121,98.108,431.968
SY116,432.25,3.122,98.078,432.093
SY116,432.375,3.123,98.064,432.217
SY116,432.5,3.123,98.049,432.342
SY116,432.625,3.125,98.034,432.467
SY116,432.75,3.125,98.018,432.592
SY116,432.875,3.126,97.995,432.717
SY116,433,3.127,97.987,432.841
SY116,433.125,3.128,97.977,432.966
SY116,433.25,3.128,97.965,433.091
SY116,433.375,3.129,97.961,433.216
SY116,433.5,3.129,97.95,433.341
SY116,433.625,3.13,97.938,433.466
SY116,433.75,3.131,97.936,433.59
SY116,433.875,3.132,97.925,433.715
SY116,434,3.133,97.922,433.84
SY116,434.125,3.133,97.92,433.965
SY116,434.25,3.134,97.916,434.09
SY116,434.375,3.135,97.924,434.214
SY116,434.5,3.136,97.927,434.339
SY116,434.625,3.137,97.94,434.464
SY116,434.75,3.138,97.944,434.589
SY116,434.875,3.139,97.945,434.714
SY116,435,3.141,97.939,434.838
SY116,435.125,3.141,97.939,434.963
SY116,435.25,3.143,97.951,435.088
SY116,435.375,3.145,97.96,435.213
SY116,435.5,3.145,97.959,435.338
SY116,435.625,3.147,97.953,435.462
SY116,435.75,3.148,97.915,435.587
SY116,435.875,3.15,97.899,435.712
SY116,436,3.151,97.874,435.837
SY116,436.125,3.151,97.868,435.962
SY116,436.25,3.152,97.867,436.087
SY116,436.375,3.152,97.887,436.211
SY116,436.5,3.152,97.898,436.336
SY116,436.625,3.154,97.897,436.461
SY116,436.75,3.155,97.89,436.586
SY116,436.875,3.156,97.894,436.711
SY116,437,3.157,97.899,436.835
SY116,437.125,3.158,97.899,436.96
SY116,437.25,3.158,97.894,437.085
SY116,437.375,3.159,97.902,437.21
SY116,437.5,3.159,97.909,437.335
SY116,437.625,3.16,97.904,437.459
SY116,437.75,3.16,97.895,437.584
