Depth,TVD,DX,DY,GR,CAL,AC,CNL,DEN,RT,RXO,SH,POR,SW,PERM
4910.25,4614.749,-529.857,217.266,146.115,9.255,55.426,2.323,2.743,368.055,311.755,-9999,-9999,-9999,-9999
4910.375,4614.811,-529.956,217.31,145.356,9.26,54.382,2.259,2.746,382.792,332.291,-9999,-9999,-9999,-9999
4910.5,4614.873,-530.056,217.354,144.01,9.263,52.632,2.204,2.755,381.755,346.114,-9999,-9999,-9999,-9999
4910.625,4614.934,-530.156,217.398,145.081,9.266,51.808,2.174,2.765,336.003,312.25,-9999,-9999,-9999,-9999
4910.75,4614.996,-530.255,217.441,146.723,9.272,51.726,2.19,2.769,310.289,289.428,-9999,-9999,-9999,-9999
4910.875,4615.058,-530.355,217.485,152.137,9.282,51.898,2.466,2.773,277.497,258.303,-9999,-9999,-9999,-9999
4911,4615.119,-530.454,217.529,157.814,9.255,52.196,2.996,2.763,257.591,239.924,-9999,-9999,-9999,-9999
4911.125,4615.181,-530.554,217.572,159.711,9.231,52.365,3.189,2.754,244.737,228.306,-9999,-9999,-9999,-9999
4911.25,4615.243,-530.653,217.616,160.842,9.195,52.967,3.215,2.739,218.141,203.693,-9999,-9999,-9999,-9999
4911.375,4615.305,-530.753,217.66,159.95,9.192,53.445,3.131,2.736,212.084,197.312,-9999,-9999,-9999,-9999
4911.5,4615.366,-530.852,217.703,154.894,9.196,54.301,3.108,2.738,226.366,206.863,-9999,-9999,-9999,-9999
4911.625,4615.428,-530.952,217.747,146.662,9.146,54.671,3.146,2.741,261.882,234.813,-9999,-9999,-9999,-9999
4911.75,4615.49,-531.051,217.791,142.081,9.099,54.792,3.018,2.741,278.081,248.334,-9999,-9999,-9999,-9999
4911.875,4615.552,-531.151,217.834,133.538,9.012,54.543,2.489,2.742,303.618,271.502,-9999,-9999,-9999,-9999
4912,4615.613,-531.25,217.878,126.452,8.978,52.908,2.109,2.744,333.144,297.237,-9999,-9999,-9999,-9999
4912.125,4615.675,-531.35,217.922,123.827,8.977,51.839,2.092,2.744,349.925,310.055,-9999,-9999,-9999,-9999
4912.25,4615.737,-531.449,217.965,120.498,8.975,49.985,2.325,2.743,382.197,331.445,-9999,-9999,-9999,-9999
4912.375,4615.799,-531.549,218.009,116.912,8.97,48.417,2.645,2.741,415.955,355.1,-9999,-9999,-9999,-9999
4912.5,4615.86,-531.648,218.053,113.833,8.97,47.783,2.758,2.741,435.814,371.665,-9999,-9999,-9999,-9999
4912.625,4615.922,-531.748,218.096,105.774,8.966,47.229,2.796,2.745,487.337,414.748,-9999,-9999,-9999,-9999
4912.75,4615.984,-531.847,218.14,101.829,8.961,47.25,2.712,2.749,527.673,445.975,-9999,-9999,-9999,-9999
4912.875,4616.045,-531.947,218.184,96.119,8.936,47.331,2.352,2.755,706.497,581.938,-9999,-9999,-9999,-9999
4913,4616.107,-532.046,218.228,93.664,8.854,47.302,1.869,2.753,1195.257,967.086,-9999,-9999,-9999,-9999
4913.125,4616.169,-532.146,218.271,93.195,8.804,47.439,1.676,2.75,1546.34,1254.968,-9999,-9999,-9999,-9999
4913.25,4616.231,-532.245,218.315,92.498,8.76,48.275,1.527,2.743,2057.404,1703.843,-9999,-9999,-9999,-9999
4913.375,4616.292,-532.345,218.359,88.351,8.821,49.469,1.656,2.741,1849.05,1576.78,-9999,-9999,-9999,-9999
4913.5,4616.354,-532.444,218.402,85.764,8.864,50.025,1.782,2.74,1523.354,1320.864,-9999,-9999,-9999,-9999
4913.625,4616.416,-532.544,218.446,87.065,8.911,50.919,2.189,2.734,893.284,795.825,-9999,-9999,-9999,-9999
4913.75,4616.478,-532.643,218.49,100.656,8.923,51.333,2.824,2.724,610.566,543.77,-9999,-9999,-9999,-9999
4913.875,4616.54,-532.743,218.533,108.847,8.932,51.383,3.136,2.719,550.665,488.943,-9999,-9999,-9999,-9999
4914,4616.602,-532.842,218.577,119.454,8.96,51.44,3.492,2.711,481.475,421.354,-9999,-9999,-9999,-9999
4914.125,4616.663,-532.942,218.621,122.531,8.98,51.259,3.511,2.703,488.133,411.896,-9999,-9999,-9999,-9999
4914.25,4616.725,-533.041,218.664,123.153,8.983,50.959,3.445,2.701,527.598,437.945,-9999,-9999,-9999,-9999
4914.375,4616.787,-533.141,218.708,121.733,8.981,50.159,3.03,2.707,660.032,544.085,-9999,-9999,-9999,-9999
4914.5,4616.848,-533.24,218.752,119.71,8.979,49.793,2.655,2.714,735.188,610.349,-9999,-9999,-9999,-9999
4914.625,4616.91,-533.34,218.795,116.155,8.968,49.277,1.799,2.734,867.541,735.051,-9999,-9999,-9999,-9999
4914.75,4616.972,-533.439,218.839,115.905,8.92,49.36,1.226,2.756,966.977,836.347,-9999,-9999,-9999,-9999
4914.875,4617.034,-533.539,218.883,116.41,8.868,49.759,1.111,2.767,1002.141,876.771,-9999,-9999,-9999,-9999
4915,4617.095,-533.638,218.927,116.433,8.726,51.014,1.105,2.784,1014.179,910.51,-9999,-9999,-9999,-9999
4915.125,4617.157,-533.738,218.97,115.089,8.624,51.898,1.16,2.784,917.919,844.029,-9999,-9999,-9999,-9999
4915.25,4617.219,-533.838,219.014,114.651,8.611,51.997,1.179,2.776,839.646,778.452,-9999,-9999,-9999,-9999
4915.375,4617.281,-533.937,219.058,114.865,8.624,51.88,1.302,2.753,685.986,638.747,-9999,-9999,-9999,-9999
4915.5,4617.342,-534.037,219.101,116.688,8.605,51.998,1.617,2.74,592.856,547.323,-9999,-9999,-9999,-9999
4915.625,4617.404,-534.136,219.145,117.861,8.59,52.18,1.805,2.74,568.421,521.749,-9999,-9999,-9999,-9999
4915.75,4617.466,-534.236,219.189,119.356,8.635,52.448,2.14,2.748,540.404,488.159,-9999,-9999,-9999,-9999
4915.875,4617.527,-534.335,219.232,119.558,8.705,52.506,2.273,2.752,531.626,474.12,-9999,-9999,-9999,-9999
4916,4617.589,-534.435,219.276,118.352,8.881,52.934,2.444,2.757,523.562,451.683,-9999,-9999,-9999,-9999
4916.125,4617.651,-534.534,219.32,114.892,8.983,53.666,2.462,2.762,534.153,451.72,-9999,-9999,-9999,-9999
4916.25,4617.713,-534.634,219.363,113.036,8.993,53.775,2.442,2.763,546.308,462.882,-9999,-9999,-9999,-9999
4916.375,4617.774,-534.733,219.407,110.926,8.976,53.59,2.418,2.762,576.851,498.136,-9999,-9999,-9999,-9999
4916.5,4617.836,-534.833,219.451,111.77,8.957,53.478,2.359,2.758,603.144,531.722,-9999,-9999,-9999,-9999
4916.625,4617.898,-534.932,219.494,112.792,8.947,53.181,2.28,2.759,611.988,544.707,-9999,-9999,-9999,-9999
4916.75,4617.96,-535.032,219.538,114.15,8.92,51.795,2.108,2.763,626.589,566.072,-9999,-9999,-9999,-9999
4916.875,4618.021,-535.131,219.582,113.779,8.883,50.436,2.097,2.764,613.772,572.444,-9999,-9999,-9999,-9999
4917,4618.083,-535.231,219.626,113.186,8.855,50.021,2.172,2.763,581.697,563.835,-9999,-9999,-9999,-9999
4917.125,4618.145,-535.33,219.669,112.355,8.763,49.661,2.375,2.765,490.111,527.559,-9999,-9999,-9999,-9999
4917.25,4618.207,-535.43,219.713,113.656,8.647,49.867,2.434,2.769,450.04,493.404,-9999,-9999,-9999,-9999
4917.375,4618.269,-535.529,219.757,115.399,8.602,50.123,2.383,2.769,465.388,484.962,-9999,-9999,-9999,-9999
4917.5,4618.33,-535.629,219.8,120.542,8.572,51.064,2.219,2.766,534.27,488.16,-9999,-9999,-9999,-9999
4917.625,4618.392,-535.728,219.844,123.436,8.594,51.762,2.146,2.764,576.008,502.802,-9999,-9999,-9999,-9999
4917.75,4618.454,-535.828,219.888,128.998,8.694,52.73,2.093,2.76,700.369,575.722,-9999,-9999,-9999,-9999
4917.875,4618.516,-535.927,219.931,134.722,8.789,52.159,2.194,2.758,889.292,698.368,-9999,-9999,-9999,-9999
4918,4618.577,-536.027,219.975,136.49,8.812,51.569,2.289,2.758,974.031,755.124,-9999,-9999,-9999,-9999
4918.125,4618.639,-536.126,220.019,134.286,8.835,50.432,2.546,2.759,1036.651,802.253,-9999,-9999,-9999,-9999
4918.25,4618.701,-536.226,220.062,126.057,8.89,49.263,2.877,2.754,948.663,750.766,-9999,-9999,-9999,-9999
4918.375,4618.763,-536.325,220.106,121.983,8.928,48.866,3.044,2.752,878.902,706.085,-9999,-9999,-9999,-9999
4918.5,4618.824,-536.425,220.15,116.224,8.986,48.972,3.315,2.75,751.146,619.629,-9999,-9999,-9999,-9999
4918.625,4618.886,-536.524,220.193,111.708,9.007,49.668,3.976,2.757,662.917,556.031,-9999,-9999,-9999,-9999
4918.75,4618.948,-536.624,220.237,109.773,9.01,50.032,4.269,2.761,634.061,533.704,-9999,-9999,-9999,-9999
4918.875,4619.009,-536.723,220.281,108.585,9.002,51.003,3.291,2.764,609.089,510.719,-9999,-9999,-9999,-9999
4919,4619.071,-536.823,220.324,109.339,8.994,51.505,2.07,2.761,611.656,510.319,-9999,-9999,-9999,-9999
4919.125,4619.133,-536.922,220.368,111.444,8.976,52.114,0.237,2.747,633.58,524.965,-9999,-9999,-9999,-9999
4919.25,4619.195,-537.022,220.412,112.343,8.965,52.51,0.047,2.736,659.926,546.312,-9999,-9999,-9999,-9999
4919.375,4619.256,-537.121,220.456,112.473,8.96,52.687,0.281,2.734,674.652,557.773,-9999,-9999,-9999,-9999
4919.5,4619.318,-537.221,220.499,112.39,8.953,52.786,0.63,2.736,734.72,600.961,-9999,-9999,-9999,-9999
4919.625,4619.38,-537.32,220.543,111.882,8.956,52.596,0.737,2.741,856.88,692.645,-9999,-9999,-9999,-9999
4919.75,4619.442,-537.42,220.587,111.35,8.959,52.345,0.826,2.743,922.632,745.405,-9999,-9999,-9999,-9999
4919.875,4619.503,-537.52,220.63,109.711,8.958,51.548,1.209,2.751,993.389,812.497,-9999,-9999,-9999,-9999
4920,4619.565,-537.619,220.674,108.232,8.949,50.886,1.724,2.766,960.566,803.408,-9999,-9999,-9999,-9999
4920.125,4619.627,-537.719,220.718,108.03,8.946,50.745,1.903,2.775,927.456,783.972,-9999,-9999,-9999,-9999
4920.25,4619.689,-537.818,220.761,109.217,8.948,50.672,1.936,2.786,875.444,750.732,-9999,-9999,-9999,-9999
4920.375,4619.75,-537.918,220.805,111.307,8.94,50.568,1.849,2.779,840.221,726.232,-9999,-9999,-9999,-9999
4920.5,4619.812,-538.017,220.849,111.631,8.916,50.526,1.926,2.772,824.373,714.598,-9999,-9999,-9999,-9999
4920.625,4619.874,-538.117,220.892,110.785,8.811,50.549,2.307,2.763,805.69,699.338,-9999,-9999,-9999,-9999
4920.75,4619.936,-538.216,220.936,110.156,8.74,50.633,2.487,2.762,809.402,700.129,-9999,-9999,-9999,-9999
4920.875,4619.998,-538.316,220.98,109.813,8.614,51.357,2.588,2.761,844.707,720.211,-9999,-9999,-9999,-9999
4921,4620.059,-538.415,221.023,111.146,8.548,52.961,2.517,2.756,893.098,749.982,-9999,-9999,-9999,-9999
4921.125,4620.121,-538.515,221.067,111.956,8.535,53.685,2.512,2.751,914.304,763.272,-9999,-9999,-9999,-9999
4921.25,4620.183,-538.614,221.111,112.632,8.568,54.251,2.376,2.744,969.199,796.642,-9999,-9999,-9999,-9999
4921.375,4620.245,-538.714,221.154,111.677,8.7,53.603,1.881,2.747,1138.875,907.422,-9999,-9999,-9999,-9999
4921.5,4620.306,-538.813,221.198,110.414,8.784,52.839,1.601,2.752,1312.363,1029.315,-9999,-9999,-9999,-9999
4921.625,4620.368,-538.913,221.242,106.502,8.914,50.955,1.236,2.766,1847.832,1429.055,-9999,-9999,-9999,-9999
4921.75,4620.43,-539.012,221.286,101.387,8.967,49.81,1.168,2.78,2452.567,1904.355,-9999,-9999,-9999,-9999
4921.875,4620.491,-539.112,221.329,99.039,8.977,49.696,1.205,2.782,2691.559,2097.235,-9999,-9999,-9999,-9999
4922,4620.553,-539.211,221.373,96.154,8.99,50.205,1.349,2.783,3002.865,2344.581,-9999,-9999,-9999,-9999
4922.125,4620.615,-539.311,221.417,96.069,8.993,51.202,1.464,2.783,3146.505,2441.148,-9999,-9999,-9999,-9999
4922.25,4620.677,-539.41,221.46,96.432,8.991,51.56,1.478,2.784,3093.269,2390.217,-9999,-9999,-9999,-9999
4922.375,4620.738,-539.51,221.504,96.703,8.986,51.591,1.518,2.781,2543.146,1955.094,-9999,-9999,-9999,-9999
4922.5,4620.8,-539.609,221.548,96.778,8.982,51.368,1.604,2.78,2080.066,1598.214,-9999,-9999,-9999,-9999
4922.625,4620.862,-539.709,221.591,-9999,8.969,50.791,1.955,2.779,1169.686,899.898,-9999,-9999,-9999,-9999
4922.75,4620.924,-539.808,221.635,-9999,8.956,50.163,2.35,2.778,705.141,540.423,-9999,-9999,-9999,-9999
4922.875,4620.985,-539.908,221.679,-9999,8.951,49.948,2.477,2.778,631.065,481.824,-9999,-9999,-9999,-9999
4923,4621.047,-540.007,221.722,-9999,8.949,49.826,2.659,2.777,593.007,450.89,-9999,-9999,-9999,-9999
4923.125,4621.109,-540.107,221.766,-9999,8.961,49.524,2.933,2.777,611.52,464.338,-9999,-9999,-9999,-9999
4923.25,4621.171,-540.206,221.81,-9999,8.972,49.182,3.081,2.778,657.102,498.97,-9999,-9999,-9999,-9999
4923.375,4621.232,-540.306,221.853,-9999,8.997,48.375,3.192,2.78,847.935,645.423,-9999,-9999,-9999,-9999
4923.5,4621.294,-540.405,221.897,-9999,9.013,47.618,3.076,2.788,1099.921,839.892,-9999,-9999,-9999,-9999
4923.625,4621.356,-540.505,221.941,-9999,9.016,47.319,3.027,2.793,1202.33,918.819,-9999,-9999,-9999,-9999
4923.75,4621.417,-540.604,221.985,-9999,9.013,47.14,2.925,2.795,1312.352,1000.359,-9999,-9999,-9999,-9999
4923.875,4621.479,-540.704,222.028,-9999,9.011,47.267,2.803,2.792,1328.422,1007.401,-9999,-9999,-9999,-9999
4924,4621.541,-540.803,222.072,-9999,9.01,47.548,2.422,2.786,1321.249,980.786,-9999,-9999,-9999,-9999
4924.125,4621.603,-540.903,222.116,-9999,9.013,47.411,2.079,2.783,1255.684,907.329,-9999,-9999,-9999,-9999
4924.25,4621.665,-541.003,222.159,-9999,9.014,47.215,1.981,2.78,1188.705,851.611,-9999,-9999,-9999,-9999
4924.375,4621.727,-541.102,222.203,-9999,9.012,46.818,1.94,2.77,1005.444,722.768,-9999,-9999,-9999,-9999
4924.5,4621.788,-541.202,222.247,-9999,9.011,46.524,2.075,2.76,841.425,620.196,-9999,-9999,-9999,-9999
4924.625,4621.85,-541.301,222.29,-9999,9.009,46.452,2.177,2.76,790.111,590.291,-9999,-9999,-9999,-9999
4924.75,4621.912,-541.401,222.334,-9999,9.003,46.658,2.326,2.765,730.069,559.224,-9999,-9999,-9999,-9999
4924.875,4621.974,-541.5,222.378,-9999,9.002,47.39,2.386,2.772,665.839,525.419,-9999,-9999,-9999,-9999
4925,4622.035,-541.6,222.421,-9999,9.009,47.892,2.5,2.774,624.983,500.812,-9999,-9999,-9999,-9999
4925.125,4622.098,-541.699,222.465,-9999,9.046,48.887,3.092,2.779,544.361,445.378,-9999,-9999,-9999,-9999
4925.25,4622.161,-541.797,222.508,-9999,9.088,49.353,3.876,2.783,488.529,400.594,-9999,-9999,-9999,-9999
4925.375,4622.224,-541.896,222.551,-9999,9.097,49.32,4.131,2.784,472.047,386.086,-9999,-9999,-9999,-9999
4925.5,4622.287,-541.995,222.595,-9999,9.077,48.75,4.256,2.781,460.264,374.959,-9999,-9999,-9999,-9999
4925.625,4622.35,-542.094,222.638,-9999,9.058,48.152,4.212,2.776,470.586,381.396,-9999,-9999,-9999,-9999
4925.75,4622.413,-542.193,222.681,-9999,9.032,46.558,4.039,2.767,576.792,445.175,-9999,-9999,-9999,-9999
4925.875,4622.476,-542.292,222.725,-9999,9.027,45.448,3.743,2.761,907.991,639.306,-9999,-9999,-9999,-9999
4926,4622.539,-542.391,222.768,-9999,9.027,45.226,3.596,2.759,1162.501,788.877,-9999,-9999,-9999,-9999
4926.125,4622.602,-542.49,222.812,-9999,9.024,45.092,3.395,2.757,1705.296,1108.955,-9999,-9999,-9999,-9999
4926.25,4622.664,-542.589,222.855,-9999,9.013,45.249,3.203,2.758,2056.78,1311.359,-9999,-9999,-9999,-9999
4926.375,4622.727,-542.688,222.898,-9999,9.004,45.542,3.044,2.76,2122.124,1341.981,-9999,-9999,-9999,-9999
4926.5,4622.79,-542.787,222.942,-9999,8.987,46.712,2.618,2.767,2100.403,1300.355,-9999,-9999,-9999,-9999
4926.625,4622.853,-542.886,222.985,-9999,8.984,48.221,2.199,2.776,2051.53,1226.927,-9999,-9999,-9999,-9999
4926.75,4622.916,-542.985,223.028,-9999,8.988,48.782,2.017,2.779,2086.739,1219.582,-9999,-9999,-9999,-9999
4926.875,4622.979,-543.084,223.072,-9999,8.993,49.223,1.71,2.781,2390.25,1330.023,-9999,-9999,-9999,-9999
4927,4623.042,-543.183,223.115,-9999,8.991,49.107,1.599,2.782,2665.545,1451.966,-9999,-9999,-9999,-9999
4927.125,4623.104,-543.282,223.158,-9999,8.979,48.143,1.502,2.784,3346.725,1766.173,-9999,-9999,-9999,-9999
4927.25,4623.167,-543.38,223.202,-9999,8.963,46.63,1.527,2.781,3945.764,2035.727,-9999,-9999,-9999,-9999
4927.375,4623.23,-543.479,223.245,-9999,8.957,46.051,1.548,2.776,4148.085,2117.131,-9999,-9999,-9999,-9999
4927.5,4623.293,-543.578,223.288,-9999,8.943,45.633,1.56,2.767,4382.063,2184.903,-9999,-9999,-9999,-9999
4927.625,4623.356,-543.677,223.332,-9999,8.92,45.815,1.547,2.764,4565.424,2220.32,-9999,-9999,-9999,-9999
4927.75,4623.419,-543.776,223.375,-9999,8.912,45.958,1.593,2.764,4665.61,2262.34,-9999,-9999,-9999,-9999
4927.875,4623.482,-543.875,223.418,-9999,8.934,46.241,-9999,2.764,4668.603,2440.735,-9999,-9999,-9999,-9999
4928,4623.545,-543.974,223.462,-9999,9,46.455,-9999,2.766,4570.672,2691.607,-9999,-9999,-9999,-9999
4928.125,4623.608,-544.073,223.505,-9999,9.032,46.51,-9999,2.768,4634.871,2785.162,-9999,-9999,-9999,-9999
4928.25,4623.671,-544.172,223.548,-9999,9.067,46.569,-9999,2.77,4939.054,2779.743,-9999,-9999,-9999,-9999
4928.375,4623.734,-544.271,223.592,-9999,9.062,46.699,-9999,2.768,4799.701,2467.27,-9999,-9999,-9999,-9999
4928.5,4623.796,-544.37,223.635,-9999,9.053,46.792,-9999,2.767,4399.393,2227.425,-9999,-9999,-9999,-9999
4928.625,4623.859,-544.469,223.678,-9999,9.045,46.957,-9999,2.766,3320.816,1718.924,-9999,-9999,-9999,-9999
4928.75,4623.922,-544.568,223.722,-9999,9.052,47.014,-9999,2.763,3084.978,1504.525,-9999,-9999,-9999,-9999
4928.875,4623.985,-544.667,223.765,-9999,9.083,47.066,-9999,2.755,2780.875,1228.068,-9999,-9999,-9999,-9999
4929,4624.048,-544.766,223.809,-9999,9.107,46.981,-9999,2.751,2652.238,1111.125,-9999,-9999,-9999,-9999
4929.125,4624.111,-544.865,223.852,-9999,9.101,46.901,-9999,2.753,2623.546,1085.042,-9999,-9999,-9999,-9999
4929.25,4624.174,-544.964,223.895,-9999,9.046,46.79,-9999,2.761,2623.61,1085.1,-9999,-9999,-9999,-9999
4929.375,4624.237,-545.062,223.939,-9999,8.971,46.772,-9999,2.767,2699.091,1153.719,-9999,-9999,-9999,-9999
4929.5,4624.3,-545.161,223.982,-9999,8.957,46.758,-9999,2.766,2759.814,1208.922,-9999,-9999,-9999,-9999
4929.625,4624.363,-545.26,224.025,-9999,8.999,46.69,-9999,2.762,2920.276,1354.796,-9999,-9999,-9999,-9999
4929.75,4624.426,-545.359,224.069,-9999,9.086,46.63,-9999,2.756,3108.432,1525.848,-9999,-9999,-9999,-9999
4929.875,4624.489,-545.458,224.112,-9999,9.119,46.621,-9999,2.753,3190.163,1600.148,-9999,-9999,-9999,-9999
4930,4624.551,-545.557,224.155,-9999,9.153,46.629,-9999,2.752,3281.705,1683.368,-9999,-9999,-9999,-9999
4930.125,4624.614,-545.656,224.199,-9999,9.162,46.617,-9999,2.753,3290.459,1691.327,-9999,-9999,-9999,-9999
4930.25,4624.677,-545.755,224.242,-9999,9.169,46.504,-9999,2.758,3263.385,1666.714,-9999,-9999,-9999,-9999
4930.375,4624.74,-545.854,224.285,-9999,9.153,46.287,-9999,2.768,3209.998,1618.18,-9999,-9999,-9999,-9999
4930.5,4624.803,-545.953,224.329,-9999,9.137,46.138,-9999,2.775,3182.505,1593.186,-9999,-9999,-9999,-9999
4930.625,4624.866,-546.052,224.372,-9999,9.106,45.767,-9999,2.787,3141.324,1555.749,-9999,-9999,-9999,-9999
4930.75,4624.929,-546.151,224.415,-9999,9.083,45.491,-9999,-9999,3123.787,1539.807,-9999,-9999,-9999,-9999
4930.875,4624.992,-546.25,224.459,-9999,9.073,45.444,-9999,-9999,3121.332,1537.574,-9999,-9999,-9999,-9999
4931,4625.055,-546.349,224.502,-9999,9.057,45.398,-9999,-9999,3187.413,1546.161,-9999,-9999,-9999,-9999
4931.125,4625.118,-546.448,224.545,-9999,9.041,45.271,-9999,-9999,3239.293,1575.99,-9999,-9999,-9999,-9999
4931.25,4625.181,-546.547,224.589,-9999,9.03,45.206,-9999,-9999,3269.409,1593.519,-9999,-9999,-9999,-9999
4931.375,4625.244,-546.645,224.632,-9999,9.007,45.12,-9999,-9999,3312.657,1615.457,-9999,-9999,-9999,-9999
4931.5,4625.306,-546.744,224.675,-9999,8.995,45.053,-9999,-9999,3325.99,1615.136,-9999,-9999,-9999,-9999
4931.625,4625.369,-546.843,224.719,-9999,8.995,45.057,-9999,-9999,3327.626,1612.006,-9999,-9999,-9999,-9999
4931.75,4625.432,-546.942,224.762,-9999,9.003,45.284,-9999,-9999,3313.236,1601.033,-9999,-9999,-9999,-9999
4931.875,4625.495,-547.041,224.806,-9999,9.01,45.508,-9999,-9999,3272.085,1580.947,-9999,-9999,-9999,-9999
4932,4625.558,-547.14,224.849,-9999,9.03,45.944,-9999,-9999,3067.523,1482.921,-9999,-9999,-9999,-9999
4932.125,4625.621,-547.239,224.892,-9999,9.057,46.06,-9999,-9999,2765.393,1336.069,-9999,-9999,-9999,-9999
4932.25,4625.684,-547.338,224.936,-9999,9.073,45.984,-9999,-9999,2637.175,1272.661,-9999,-9999,-9999,-9999
4932.375,4625.747,-547.437,224.979,-9999,9.105,45.577,-9999,-9999,2503.705,1204.904,-9999,-9999,-9999,-9999
4932.5,4625.81,-547.536,225.022,-9999,9.122,44.916,-9999,-9999,2508.089,1206.487,-9999,-9999,-9999,-9999
4932.625,4625.873,-547.635,225.066,-9999,9.121,44.64,-9999,-9999,2548.963,1229.856,-9999,-9999,-9999,-9999
4932.75,4625.936,-547.734,225.109,-9999,9.102,44.46,-9999,-9999,2722.623,1342.398,-9999,-9999,-9999,-9999
4932.875,4625.999,-547.833,225.152,-9999,9.077,44.604,-9999,-9999,2987.278,1533.403,-9999,-9999,-9999,-9999
4933,4626.061,-547.932,225.196,-9999,9.067,44.68,-9999,-9999,3113.56,1630.759,-9999,-9999,-9999,-9999
4933.125,4626.124,-548.031,225.239,-9999,9.047,-9999,-9999,-9999,3282.328,1769.52,-9999,-9999,-9999,-9999
4933.25,4626.187,-548.13,225.282,-9999,9.023,-9999,-9999,-9999,3354.83,1835.049,-9999,-9999,-9999,-9999
4933.375,4626.25,-548.228,225.326,-9999,9.01,-9999,-9999,-9999,3373.799,1856.805,-9999,-9999,-9999,-9999
4933.5,4626.313,-548.327,225.369,-9999,8.989,-9999,-9999,-9999,3340.399,1873.027,-9999,-9999,-9999,-9999
4933.625,4626.376,-548.426,225.412,-9999,8.985,-9999,-9999,-9999,3251.368,1847.905,-9999,-9999,-9999,-9999
4933.75,4626.438,-548.525,225.456,-9999,8.994,-9999,-9999,-9999,2866.102,1685.799,-9999,-9999,-9999,-9999
4933.875,4626.501,-548.624,225.499,-9999,9.012,-9999,-9999,-9999,2267.519,1386.435,-9999,-9999,-9999,-9999
4934,4626.564,-548.723,225.542,-9999,9.019,-9999,-9999,-9999,1958.68,1219.367,-9999,-9999,-9999,-9999
4934.125,4626.627,-548.822,225.586,-9999,9.027,-9999,-9999,-9999,1473.728,942.102,-9999,-9999,-9999,-9999
4934.25,4626.69,-548.921,225.629,-9999,9.03,-9999,-9999,-9999,1238.347,798.801,-9999,-9999,-9999,-9999
4934.375,4626.753,-549.02,225.672,-9999,9.032,-9999,-9999,-9999,1196.43,770.132,-9999,-9999,-9999,-9999
4934.5,4626.816,-549.119,225.716,-9999,9.044,-9999,-9999,-9999,1236.055,787.052,-9999,-9999,-9999,-9999
4934.625,4626.879,-549.218,225.759,-9999,9.074,-9999,-9999,-9999,1486.753,941.523,-9999,-9999,-9999,-9999
4934.75,4626.942,-549.317,225.803,-9999,9.089,-9999,-9999,-9999,1694.482,1074.518,-9999,-9999,-9999,-9999
4934.875,4627.005,-549.416,225.846,-9999,9.103,-9999,-9999,-9999,2181.226,1386.129,-9999,-9999,-9999,-9999
4935,4627.068,-549.515,225.889,-9999,9.1,-9999,-9999,-9999,2452.836,1550.551,-9999,-9999,-9999,-9999
4935.125,4627.131,-549.614,225.933,-9999,9.088,-9999,-9999,-9999,3306.267,2000.691,-9999,-9999,-9999,-9999
4935.25,4627.193,-549.713,225.976,-9999,9.088,-9999,-9999,-9999,4852.27,2723.684,-9999,-9999,-9999,-9999
4935.375,4627.256,-549.811,226.019,-9999,9.091,-9999,-9999,-9999,5753.452,3122.603,-9999,-9999,-9999,-9999
4935.5,4627.319,-549.91,226.063,-9999,9.09,-9999,-9999,-9999,7142.882,3706.147,-9999,-9999,-9999,-9999
4935.625,4627.382,-550.009,226.106,-9999,9.073,-9999,-9999,-9999,7367.251,3758.632,-9999,-9999,-9999,-9999
4935.75,4627.445,-550.108,226.149,-9999,9.06,-9999,-9999,-9999,7030.883,3585.789,-9999,-9999,-9999,-9999
4935.875,4627.508,-550.207,226.193,-9999,9.046,-9999,-9999,-9999,5789.003,2980.259,-9999,-9999,-9999,-9999
4936,4627.571,-550.306,226.236,-9999,9.049,-9999,-9999,-9999,4417.663,2314.971,-9999,-9999,-9999,-9999
4936.125,4627.634,-550.405,226.279,-9999,9.053,-9999,-9999,-9999,3908.777,2067.544,-9999,-9999,-9999,-9999
4936.25,4627.697,-550.504,226.323,-9999,9.062,-9999,-9999,-9999,3322.454,1784.147,-9999,-9999,-9999,-9999
4936.375,4627.76,-550.603,226.366,-9999,9.083,-9999,-9999,-9999,2910.497,1609.206,-9999,-9999,-9999,-9999
4936.5,4627.823,-550.702,226.409,-9999,9.096,-9999,-9999,-9999,2655.793,1514.725,-9999,-9999,-9999,-9999
4936.625,4627.886,-550.801,226.453,-9999,9.112,-9999,-9999,-9999,2146.817,1348.419,-9999,-9999,-9999,-9999
4936.75,4627.948,-550.9,226.496,-9999,9.112,-9999,-9999,-9999,1971.165,1302.606,-9999,-9999,-9999,-9999
4936.875,4628.011,-550.999,226.539,-9999,9.097,-9999,-9999,-9999,1829.603,1286.323,-9999,-9999,-9999,-9999
4937,4628.074,-551.098,226.583,-9999,9.083,-9999,-9999,-9999,1797.701,1287.376,-9999,-9999,-9999,-9999
4937.125,4628.137,-551.197,226.626,-9999,9.084,-9999,-9999,-9999,1752.255,1263.188,-9999,-9999,-9999,-9999
4937.25,4628.2,-551.296,226.669,-9999,9.1,-9999,-9999,-9999,1569.406,1149.037,-9999,-9999,-9999,-9999
4937.375,4628.263,-551.394,226.713,-9999,9.114,-9999,-9999,-9999,1336.921,988.261,-9999,-9999,-9999,-9999
