Depth,TVD,DX,DY,GR,KTH,CAL,AC,CNL,DEN,RT,RXO,SH,POR,PERM,sw
4527.125,4527.015,6.245,-19.694,87.326,71.819,8.648,53.224,2.936,2.709,281.099,265.116,39.714,0.1,0,100
4527.25,4527.14,6.244,-19.691,90.209,73.54,8.648,53.772,3.868,2.738,214.015,211.02,41.301,0.1,0,100
4527.375,4527.265,6.243,-19.688,89.974,72.883,8.648,53.962,4.501,2.755,175.784,176.656,40.692,0.1,0,100
4527.5,4527.39,6.242,-19.686,88.414,71.104,8.642,54.207,5.397,2.777,131.829,133.673,39.065,0.1,0,100
4527.625,4527.515,6.241,-19.683,87.551,69.812,8.637,54.293,5.651,2.783,121.143,122.74,37.906,0.1,0,100
4527.75,4527.64,6.24,-19.68,87.003,68.396,8.632,54.258,5.606,2.776,115.843,117.217,36.657,0.1,0,100
4527.875,4527.765,6.239,-19.678,86.871,67.596,8.628,54.222,5.335,2.757,116.899,117.863,35.962,0.1,0,100
4528,4527.89,6.239,-19.675,86.539,67.265,8.627,54.042,5.083,2.738,123.411,123.978,35.676,0.1,0,100
4528.125,4528.015,6.238,-19.672,82.954,65.002,8.636,53.831,4.741,2.717,141.932,142.278,33.753,0.1,0,100
4528.25,4528.14,6.237,-19.67,80.26,63.48,8.647,53.75,4.571,2.715,152.769,152.898,32.489,0.1,0,100
4528.375,4528.265,6.236,-19.667,78.691,61.812,8.662,53.614,4.286,2.718,166.842,166.821,31.132,0.1,0,100
4528.5,4528.39,6.235,-19.664,79.918,60.935,8.668,53.596,4.078,2.717,172.164,172.808,30.43,0.1,0,100
4528.625,4528.515,6.234,-19.662,82.89,60.324,8.665,53.596,3.973,2.714,167.716,169.586,29.945,0.1,0,100
4528.75,4528.64,6.233,-19.659,86.635,59.701,8.657,53.598,4.082,2.71,151.659,153.822,29.455,0.1,0,100
4528.875,4528.765,6.232,-19.656,88.374,58.817,8.652,53.551,4.417,2.713,134.877,135.304,28.766,0.1,0,100
4529,4528.89,6.231,-19.654,86.56,57.216,8.65,53.375,4.71,2.722,129.075,126.506,27.536,0.1,0,100
4529.125,4529.015,6.23,-19.651,77.379,52.09,8.649,53.319,4.329,2.744,141.742,131.597,23.762,0.1,0,100
4529.25,4529.14,6.229,-19.648,71.976,49.23,8.649,53.042,3.661,2.749,163.307,147.089,21.758,0.1,0,100
4529.375,4529.265,6.228,-19.646,67.478,46.648,8.656,52.934,2.744,2.736,222.93,194.387,20.01,0.1,0,100
4529.5,4529.39,6.227,-19.643,67.025,46.636,8.664,52.795,2.334,2.719,275.659,238.3,20.002,0.1,0,100
4529.625,4529.515,6.226,-19.641,69.58,49.689,8.669,52.753,2.24,2.7,320.35,276.675,22.075,0.1,0,100
4529.75,4529.64,6.225,-19.638,73.631,54.731,8.669,52.762,2.234,2.68,363.918,312.374,25.676,0.1,0,100
4529.875,4529.765,6.224,-19.635,74.966,56.721,8.663,52.789,2.253,2.674,385.765,327.297,27.161,0.1,0,100
4530,4529.89,6.223,-19.633,73.097,56.495,8.654,52.795,2.245,2.67,440.429,363.476,26.991,0.1,0,100
4530.125,4530.015,6.222,-19.63,71.076,55.617,8.653,52.774,2.214,2.67,479.448,391.638,26.333,0.1,0,100
4530.25,4530.14,6.221,-19.627,69.608,55.019,8.652,52.743,2.189,2.669,513.38,418.733,25.889,0.1,0,100
4530.375,4530.265,6.22,-19.625,68.999,54.787,8.651,52.715,2.159,2.671,529.113,440.825,25.717,0.1,0,100
4530.5,4530.39,6.219,-19.622,69.616,55.275,8.648,52.709,2.127,2.674,512.739,439.063,26.078,0.1,0,100
4530.625,4530.515,6.218,-19.62,72.21,58.023,8.643,52.724,2.143,2.677,470.816,416.29,28.153,0.1,0,100
4530.75,4530.64,6.217,-19.617,76.954,63.752,8.637,52.86,2.3,2.681,412.094,378.661,32.713,0.1,0,100
4530.875,4530.765,6.216,-19.615,81.087,68.654,8.637,52.95,2.522,2.681,379.109,354.885,36.883,0.1,0,100
4531,4530.89,6.215,-19.612,87.07,74.962,8.643,53.039,3.006,2.679,316.378,306.743,42.639,0.1,0,100
4531.125,4531.015,6.214,-19.609,92.823,81.182,8.647,53.078,3.26,2.676,276.056,272.938,48.776,0.1,0,100
4531.25,4531.14,6.213,-19.607,101.384,90.174,8.65,53.254,3.624,2.669,223.486,224.616,58.535,0.1,0,100
4531.375,4531.265,6.212,-19.604,106.591,95.545,8.652,53.314,4.029,2.66,182.066,183.708,64.908,0.1,0,100
4531.5,4531.39,6.211,-19.602,104.993,93.639,8.655,53.347,4.368,2.653,167.281,167.035,62.597,0.1,0,100
4531.625,4531.515,6.21,-19.599,96.223,84.202,8.676,53.255,4.844,2.655,171.027,165.586,51.932,0.1,0,100
4531.75,4531.64,6.209,-19.597,93.937,81.647,8.695,53.143,4.912,2.662,189.117,179.536,49.254,0.1,0,100
4531.875,4531.765,6.208,-19.594,88.7,75.723,8.723,52.789,4.861,2.67,217.863,203.597,43.364,0.1,0,100
4532,4531.89,6.207,-19.591,79.971,65.486,8.81,52.709,4.741,2.691,283.3,261.15,34.159,0.1,0,100
4532.125,4532.015,6.206,-19.589,73.325,58.256,8.876,52.322,4.823,2.708,317.537,291.364,28.332,0.1,0,100
4532.25,4532.14,6.205,-19.586,63.026,48.383,8.931,52.147,5.115,2.744,352.051,322.87,21.178,0.1,0,100
4532.375,4532.265,6.204,-19.584,55.24,41.302,8.926,52.104,5.417,2.782,367.005,340.034,16.565,0.1,0,100
4532.5,4532.39,6.203,-19.581,55.366,41.177,8.867,52.221,5.515,2.8,349.869,330.844,16.487,0.1,0,100
4532.625,4532.515,6.201,-19.579,68.884,49.126,8.739,52.284,5.45,2.786,267.683,266.608,21.687,0.1,0,100
4532.75,4532.64,6.2,-19.576,77.908,54.352,8.697,52.606,5.457,2.763,219.615,224.428,25.398,0.1,0,100
4532.875,4532.765,6.199,-19.574,84.163,57.236,8.689,52.737,5.749,2.739,173.638,180.375,27.551,0.1,0,100
4533,4532.89,6.198,-19.571,82.815,55.302,8.707,52.889,6.026,2.736,158.782,164.588,26.098,0.1,0,100
4533.125,4533.015,6.197,-19.569,76.592,50.978,8.727,52.865,6.031,2.743,168.433,172.319,22.974,0.1,0,100
4533.25,4533.14,6.196,-19.566,69.194,46.956,8.736,52.769,5.646,2.748,201.543,204.1,20.216,0.1,0,100
4533.375,4533.265,6.195,-19.564,67.708,46.849,8.726,52.453,5.222,2.743,233.152,237.181,20.144,0.1,0,100
4533.5,4533.39,6.194,-19.561,68.567,48.409,8.713,52.38,4.799,2.734,265.67,272.493,21.196,0.1,0,100
4533.625,4533.515,6.193,-19.559,71.378,52.683,8.71,52.019,4.164,2.72,313.061,324.488,24.186,0.1,0,100
4533.75,4533.64,6.192,-19.556,70.884,53.084,8.715,51.839,3.864,2.715,331.812,344.869,24.475,0.1,0,100
4533.875,4533.765,6.191,-19.554,67.925,51.262,8.71,51.728,3.609,2.709,346.505,362.297,23.174,0.1,0,100
4534,4533.89,6.19,-19.551,66.497,50.425,8.693,51.632,3.651,2.705,346.203,364.155,22.587,0.1,0,100
4534.125,4534.015,6.189,-19.549,67.439,51.552,8.671,51.634,4.066,2.71,330.006,349.362,23.379,0.1,0,100
4534.25,4534.14,6.188,-19.546,69.471,53.46,8.652,51.639,4.85,2.726,298.223,317.967,24.747,0.1,0,100
4534.375,4534.265,6.187,-19.544,70.176,53.815,8.651,51.673,5.34,2.736,275.465,293.885,25.005,0.1,0,100
4534.5,4534.39,6.185,-19.541,70.558,53.556,8.658,51.736,5.741,2.733,244.222,257.126,24.817,0.1,0,100
4534.625,4534.515,6.184,-19.539,70.379,53.149,8.664,51.739,5.518,2.719,239.927,248.756,24.522,0.1,0,100
4534.75,4534.64,6.183,-19.536,68.852,51.036,8.668,51.715,4.746,2.698,252.697,256.892,23.015,0.1,0,100
4534.875,4534.765,6.182,-19.534,66.222,47.597,8.669,51.68,3.847,2.683,277.043,277.969,20.646,0.1,0,100
4535,4534.89,6.181,-19.531,64.013,44.96,8.667,51.503,3.336,2.68,301.101,301.116,18.897,0.1,0,100
4535.125,4535.015,6.18,-19.529,63.088,43.305,8.665,51.221,3.125,2.687,328.871,330.449,17.829,0.1,0,100
4535.25,4535.14,6.179,-19.526,64.507,42.58,8.665,51.046,3.265,2.708,356.345,363.118,17.368,0.1,0,100
4535.375,4535.265,6.178,-19.524,66.915,42.578,8.668,50.6,3.593,2.726,361.923,372.899,17.366,0.1,0,100
4535.5,4535.39,6.177,-19.522,69.077,41.879,8.678,50.51,4.235,2.748,361.462,374.998,16.926,0.1,0,100
4535.625,4535.515,6.176,-19.519,66.345,38.797,8.696,50.139,4.391,2.749,368.607,379.709,15.028,0.1,0,100
4535.75,4535.64,6.175,-19.517,59.446,31.555,8.735,49.966,4.285,2.746,387.953,395.959,10.846,0.081,0,100
4535.875,4535.765,6.173,-19.514,53.837,25.775,8.764,49.863,4.045,2.746,402.86,409.479,7.769,0.084,0,100
4536,4535.89,6.172,-19.512,54.036,26.168,8.757,49.773,3.905,2.748,400.816,407.183,7.971,0.083,0,100
4536.125,4536.015,6.171,-19.509,61.169,34.746,8.702,49.773,3.987,2.739,382.16,385.303,12.642,0.079,0,100
4536.25,4536.14,6.17,-19.507,64.019,39.813,8.685,49.79,4.09,2.728,377.42,377.279,15.645,0.1,0,100
4536.375,4536.265,6.169,-19.505,64.03,43.997,8.688,49.806,4.05,2.71,401.573,391.079,18.273,0.1,0,100
4536.5,4536.39,6.168,-19.502,63.248,46.139,8.694,49.853,3.959,2.702,448.785,426.972,19.672,0.1,0,100
4536.625,4536.515,6.167,-19.5,63.535,48.435,8.694,49.902,4.014,2.703,512.717,482.605,21.214,0.1,0,100
4536.75,4536.64,6.166,-19.497,64.85,51.762,8.687,49.922,4.396,2.717,579.821,549.652,23.528,0.1,0,100
4536.875,4536.765,6.164,-19.495,65.471,53.916,8.68,49.96,4.858,2.734,604.462,580.83,25.079,0.1,0,100
4537,4536.89,6.163,-19.493,64.265,53.589,8.677,49.966,5.068,2.743,585.369,565.787,24.841,0.1,0,100
4537.125,4537.015,6.162,-19.49,58.224,48.998,8.676,49.959,4.961,2.747,561,534.553,21.599,0.1,0,100
4537.25,4537.14,6.161,-19.488,54.433,45.774,8.674,49.939,4.674,2.744,573.946,540.068,19.431,0.1,0,100
4537.375,4537.265,6.16,-19.485,52.246,44.516,8.665,49.905,3.983,2.739,616.753,573.378,18.608,0.1,0,100
4537.5,4537.39,6.159,-19.483,53.299,46.387,8.659,49.894,3.486,2.739,647.334,600.222,19.836,0.1,0,100
4537.625,4537.515,6.158,-19.481,55.944,49.405,8.656,49.823,3.267,2.743,657.732,612.845,21.879,0.1,0,100
4537.75,4537.64,6.157,-19.478,58.575,51.944,8.655,49.776,3.281,2.747,651.421,611.374,23.658,0.1,0,100
4537.875,4537.765,6.155,-19.476,58.716,51.957,8.656,49.721,3.408,2.743,645.958,605.627,23.667,0.1,0,100
4538,4537.89,6.154,-19.473,56.234,48.459,8.661,49.61,3.488,2.73,666.293,618.77,21.23,0.1,0,100
4538.125,4538.015,6.153,-19.471,54.71,45.851,8.66,49.58,3.445,2.726,684.779,636.295,19.482,0.1,0,100
4538.25,4538.14,6.152,-19.469,54.627,44.747,8.658,49.423,3.452,2.725,691.823,646.826,18.758,0.1,0,100
4538.375,4538.265,6.151,-19.466,57.757,46.152,8.655,49.356,3.733,2.725,672.233,636.74,20.119,0.1,0,100
4538.5,4538.39,6.15,-19.464,59.878,47.221,8.652,49.227,4.024,2.723,651.181,620.896,20.831,0.1,0,100
4538.625,4538.515,6.148,-19.462,58.426,46.276,8.661,49.13,4.13,2.726,647.466,612.993,20.201,0.1,0,100
4538.75,4538.64,6.147,-19.459,53.406,43.163,8.705,49.105,3.996,2.741,689.298,630.893,18.178,0.1,0,100
4538.875,4538.765,6.146,-19.457,49.764,40.457,8.759,49.078,3.814,2.764,783.271,687.132,16.481,0.1,0,100
4539,4538.89,6.145,-19.455,45.711,36.774,8.818,49.077,3.441,2.805,1102.417,899.471,14.261,0.079,0,100
4539.125,4539.015,6.144,-19.452,45.444,36.225,8.789,49.128,3.149,2.805,1336.098,1060.114,13.939,0.08,0,100
4539.25,4539.14,6.143,-19.45,46.789,36.947,8.71,49.175,2.696,2.772,1620.387,1268.783,14.363,0.08,0,100
4539.375,4539.265,6.142,-19.448,48.58,38.106,8.644,49.237,2.312,2.728,1769.083,1402.85,15.052,0.079,0,100
4539.5,4539.39,6.14,-19.445,49.724,38.855,8.626,49.356,2.17,2.704,1667.535,1368.516,15.503,0.078,0,100
4539.625,4539.515,6.139,-19.443,51.877,40.226,8.622,49.381,2.151,2.7,1142.313,1036.592,16.339,0.078,0,100
4539.75,4539.64,6.138,-19.441,53.238,41.063,8.623,49.496,2.214,2.715,854.147,824.175,16.856,0.1,0,100
4539.875,4539.765,6.137,-19.438,54.29,41.69,8.626,49.536,2.326,2.733,660.724,667.272,17.247,0.1,0,100
4540,4539.89,6.136,-19.436,55.053,41.897,8.631,49.556,2.639,2.738,523.46,544.108,17.377,0.1,0,100
4540.125,4540.015,6.134,-19.434,55.859,41.812,8.633,49.475,2.806,2.724,492.347,516.448,17.323,0.1,0,100
4540.25,4540.14,6.133,-19.431,58.05,41.422,8.634,49.367,2.913,2.707,466.311,494.139,17.079,0.1,0,100
4540.375,4540.265,6.132,-19.429,60.188,40.751,8.63,48.993,2.949,2.705,444.966,477.862,16.662,0.1,0,100
4540.5,4540.39,6.131,-19.427,60.537,39.814,8.625,48.904,3.006,2.72,419.526,457.842,16.086,0.078,0,100
4540.625,4540.515,6.13,-19.425,57.865,34.796,8.619,48.446,3.408,2.755,338.033,379.407,13.11,0.08,0,100
4540.75,4540.64,6.129,-19.422,55.866,31.459,8.619,48.205,3.755,2.77,294.759,331.978,11.231,0.082,0,100
4540.875,4540.765,6.127,-19.42,53.008,27.967,8.622,47.653,4.36,2.785,266.085,294.401,9.345,0.083,0,100
4541,4540.89,6.126,-19.418,50.503,25.994,8.627,47.55,4.812,2.795,272.018,294.559,8.316,0.001,0,100
4541.125,4541.015,6.125,-19.415,46.934,23.636,8.641,47.249,5.261,2.815,339.669,349.27,7.118,0.001,0,100
4541.25,4541.14,6.124,-19.413,41.938,20.649,8.667,47.163,5.759,2.851,520.02,503.452,5.65,0.001,0,100
4541.375,4541.265,6.123,-19.411,39.763,19.413,8.678,47.153,5.799,2.871,675.254,651.729,5.058,0.001,0,100
4541.5,4541.39,6.121,-19.409,38.751,18.788,8.681,47.136,5.564,2.879,789.493,777.25,4.762,0.001,0,100
4541.625,4541.515,6.12,-19.406,39.604,19.079,8.665,47.109,4.762,2.854,729.896,765.854,4.899,0.001,0,100
4541.75,4541.64,6.119,-19.404,40.431,19.42,8.654,46.903,4.423,2.834,604.968,655.375,5.061,0.001,0,100
4541.875,4541.765,6.118,-19.402,40.384,19.613,8.645,46.778,4.304,2.811,464.827,504.665,5.153,0.001,0,100
4542,4541.89,6.117,-19.4,39.656,19.793,8.642,46.415,4.426,2.802,438.533,459.456,5.239,0.001,0,100
4542.125,4542.015,6.115,-19.397,39.458,20.671,8.639,46.012,4.613,2.795,555.642,533.452,5.66,0.001,0,100
4542.25,4542.14,6.114,-19.395,40.164,22.443,8.631,45.831,4.742,2.784,877.508,760.496,6.525,0.001,0,100
4542.375,4542.265,6.113,-19.393,40.451,23.45,8.625,45.444,4.708,2.777,1174.916,982.815,7.025,0.001,0,100
4542.5,4542.39,6.112,-19.391,38.658,24.233,8.627,45.375,4.612,2.775,1620.924,1328.788,7.418,0.001,0,100
4542.625,4542.515,6.111,-19.388,36.472,24.297,8.638,45.176,4.592,2.781,1749.447,1417.665,7.45,0.001,0,100
4542.75,4542.64,6.109,-19.386,33.098,23.925,8.655,45.103,4.613,2.79,1928.88,1494.417,7.263,0.001,0,100
4542.875,4542.765,6.108,-19.384,30.133,23.135,8.675,45.072,4.71,2.8,2202.863,1597.625,6.868,0.001,0,100
4543,4542.89,6.107,-19.382,28.977,22.536,8.717,45.068,4.837,2.809,2528.129,1717.641,6.571,0.001,0,100
4543.125,4543.015,6.106,-19.38,28.859,22.331,8.849,45.082,4.905,2.828,3096.477,1897.799,6.47,0.001,0,100
4543.25,4543.14,6.104,-19.377,29.251,22.176,9.08,45.186,4.871,2.861,4073.884,2170.306,6.393,0.001,0,100
4543.375,4543.265,6.103,-19.375,29.232,21.666,9.189,45.247,4.868,2.873,4871.309,2365.071,6.143,0.001,0,100
4543.5,4543.39,6.102,-19.373,28.456,19.982,9.195,45.424,5.282,2.853,6466.777,2697.325,5.329,0.001,0,100
4543.625,4543.515,6.101,-19.371,27.645,18.947,9.136,45.631,5.71,2.829,7157.917,2826.675,4.837,0.001,0,100
4543.75,4543.64,6.1,-19.369,26.565,17.747,9.089,45.723,6.099,2.809,7464.021,2936.624,4.274,0.138,0,100
4543.875,4543.765,6.098,-19.366,26.09,17.101,9.047,45.815,6.182,2.794,7259.098,3006.942,3.975,0.203,0,100
4544,4543.89,6.097,-19.364,26.803,17.615,8.981,45.919,6.002,2.776,6829.83,3033.434,4.213,0.001,0,100
4544.125,4544.015,6.096,-19.362,30.054,20.669,8.785,45.902,5.661,2.729,6144.869,3034.005,5.659,0.001,0,100
4544.25,4544.14,6.095,-19.36,31.907,22.394,8.7,45.831,5.51,2.715,5793.301,2980.918,6.501,0.001,0,100
4544.375,4544.265,6.093,-19.358,34.55,24.467,8.646,45.59,5.159,2.725,5016.416,2761.622,7.536,0.001,0,100
4544.5,4544.39,6.092,-19.356,37.123,26.682,8.645,45.533,4.806,2.745,4344.628,2537.203,8.672,0.085,0,100
4544.625,4544.515,6.091,-19.353,40.198,29.96,8.653,45.243,4.507,2.761,3863.614,2353.777,10.411,0.082,0,100
4544.75,4544.64,6.09,-19.351,43.685,34.046,8.657,45.099,4.281,2.772,3523.53,2214.519,12.681,0.079,0,100
4544.875,4544.765,6.088,-19.349,44.869,36.038,8.658,45.019,4.199,2.779,3418.179,2169.181,13.829,0.079,0,100
4545,4544.89,6.087,-19.347,42.93,35.135,8.658,44.962,4.205,2.783,3510.822,2199.504,13.305,0.08,0,100
4545.125,4545.015,6.086,-19.345,36.799,31.296,8.665,44.964,4.191,2.791,3992.17,2334.939,11.141,0.082,0,100
4545.25,4545.14,6.085,-19.343,33.647,28.826,8.678,44.966,4.187,2.795,4307.713,2424.59,9.802,0.085,0,100
4545.375,4545.265,6.083,-19.34,29.795,24.875,8.734,44.964,4.212,2.803,4259.591,2393.329,7.743,0.001,0,100
4545.5,4545.39,6.082,-19.338,27.736,22.404,8.785,44.914,4.222,2.807,3725.445,2186.083,6.506,0.001,0,100
4545.625,4545.515,6.081,-19.336,27.308,21.4,8.801,44.807,4.249,2.804,2809.221,1797.878,6.014,0.001,0,100
4545.75,4545.64,6.08,-19.334,28.046,21.232,8.769,44.728,4.409,2.795,1788.344,1320.139,5.932,0.001,0,100
4545.875,4545.765,6.078,-19.332,28.569,21.185,8.727,44.507,4.603,2.787,1500.212,1155.348,5.909,0.001,0,100
4546,4545.89,6.077,-19.33,27.405,19.541,8.683,44.46,4.816,2.776,1490.348,1084.84,5.119,0.001,0,100
4546.125,4546.015,6.076,-19.328,25.944,18.076,8.703,44.225,4.725,2.779,1801.521,1151.774,4.428,0.001,0,100
4546.25,4546.14,6.075,-19.326,24.654,16.827,8.786,44.103,4.513,2.789,2342.138,1282.149,3.848,0.001,0,100
4546.375,4546.265,6.073,-19.323,23.681,15.841,9.129,44.039,4.107,2.806,3382.792,1532.324,3.397,0.001,0,100
4546.5,4546.39,6.072,-19.321,23.499,15.522,9.472,44.055,3.928,2.809,3970.265,1659.026,3.253,0.001,0,100
4546.625,4546.515,6.071,-19.319,23.671,15.44,9.788,44.102,4.131,2.798,3989.78,1622.601,3.215,0.001,0,100
4546.75,4546.64,6.069,-19.317,23.912,15.342,10.117,44.41,4.783,2.784,3536.068,1448.231,3.171,0.001,0,100
4546.875,4546.765,6.068,-19.315,23.704,15.069,10.347,44.576,5.338,2.781,3049.095,1295,3.048,0.276,0,100
4547,4546.89,6.067,-19.313,21.972,13.625,11.092,44.986,6.058,2.773,2187.246,1043.25,2.404,0.709,0.001,59.669
4547.125,4547.015,6.066,-19.311,20.572,12.489,11.608,45.083,6.173,2.762,1872.33,956.314,1.905,1.21,0.006,38.647
4547.25,4547.14,6.064,-19.309,19.357,11.599,12.062,45.501,6.074,2.748,1723.889,930.675,1.518,1.399,0.011,34.866
4547.375,4547.265,6.063,-19.307,19.05,11.504,12.176,45.629,5.879,2.741,1786.151,982.96,1.478,1.212,0.006,38.993
4547.5,4547.39,6.062,-19.305,19.388,11.987,11.957,45.687,5.757,2.738,2008.699,1090.976,1.686,0.88,0.002,49.235
4547.625,4547.515,6.061,-19.303,19.371,12.738,11.359,45.551,5.661,2.718,2837.387,1419.666,2.013,0.68,0.001,56.146
4547.75,4547.64,6.059,-19.3,19.029,12.982,11.041,45.423,5.64,2.704,3521.744,1645.316,2.12,0.639,0.001,51.882
4547.875,4547.765,6.058,-19.298,18.709,13.143,10.755,45.097,5.607,2.692,4229.588,1848.299,2.191,0.568,0.001,52.455
4548,4547.89,6.057,-19.296,18.466,13.39,10.399,45.031,5.493,2.687,4926.286,1976.072,2.3,0.503,0,56.639
4548.125,4548.015,6.055,-19.294,18.56,13.468,10.369,44.868,5.402,2.688,4758.916,1876.81,2.334,0.432,0,67.868
4548.25,4548.14,6.054,-19.292,18.825,13.459,10.535,44.869,5.308,2.681,4166.903,1678.054,2.33,0.398,0,78.773
4548.375,4548.265,6.053,-19.29,18.792,13.155,10.76,44.993,5.31,2.67,3556.228,1515.77,2.196,0.704,0.001,47.966
4548.5,4548.39,6.052,-19.288,18.143,12.485,10.855,45.313,5.439,2.664,3232.388,1460.744,1.903,1.208,0.006,29.621
4548.625,4548.515,6.05,-19.286,16.401,10.923,10.702,45.389,5.786,2.668,2846.132,1432.238,1.228,1.677,0.019,22.321
4548.75,4548.64,6.049,-19.284,15.896,10.425,10.459,45.737,5.978,2.669,2667.859,1428.032,1.016,1.973,0.033,19.806
4548.875,4548.765,6.048,-19.282,16.255,10.482,9.922,45.859,6.464,2.649,2316.065,1380.405,1.04,2.16,0.045,19.18
4549,4548.89,6.046,-19.28,16.915,10.808,9.516,45.987,7.021,2.629,1992.711,1293.534,1.179,2.388,0.063,18.884
4549.125,4549.015,6.045,-19.278,17.395,11.07,9.278,45.994,7.579,2.626,1674.255,1147.733,1.291,2.594,0.084,19.206
4549.25,4549.14,6.044,-19.276,17.661,11.178,9.24,45.959,7.888,2.648,1362.124,953.11,1.337,2.566,0.081,21.038
4549.375,4549.265,6.043,-19.274,18.032,11.426,9.458,45.866,7.674,2.674,1280.03,864.574,1.444,2.157,0.045,26.028
4549.5,4549.39,6.041,-19.272,18.919,12.16,9.819,45.847,7.308,2.697,1271.126,809.151,1.761,1.351,0.009,40.968
4549.625,4549.515,6.04,-19.27,21.226,14.195,10.641,45.862,6.432,2.71,1449.197,807.246,2.657,0.822,0.002,63.721
4549.75,4549.64,6.039,-19.268,21.987,14.876,10.997,45.936,5.929,2.712,1624.609,851.119,2.961,0.402,0,100
4549.875,4549.765,6.037,-19.266,22.28,15.164,11.147,46.087,5.46,2.721,1960.653,961.873,3.091,0.202,0,100
4550,4549.89,6.036,-19.264,22.284,15.19,11.056,46.399,5.366,2.729,2228.997,1056.01,3.103,0.182,0,100
4550.125,4550.015,6.035,-19.262,21.816,14.746,10.954,46.465,5.32,2.726,2498.081,1151.771,2.903,0.412,0,95.89
4550.25,4550.14,6.033,-19.26,20.633,13.623,10.997,46.664,5.061,2.708,2842.898,1273.487,2.403,0.909,0.002,41.249
4550.375,4550.265,6.032,-19.258,19.833,12.858,11.116,46.829,4.935,2.695,3053.894,1345.972,2.066,1.367,0.01,26.184
4550.5,4550.39,6.031,-19.256,18.823,11.801,11.185,47.041,5.26,2.687,3449.437,1480.433,1.606,1.78,0.024,19.232
4550.625,4550.515,6.029,-19.254,18.343,11.14,11.076,47.067,5.614,2.691,3664.783,1556.029,1.321,2.119,0.042,15.526
4550.75,4550.64,6.028,-19.252,17.956,10.497,10.91,47.18,5.882,2.694,3850.995,1623.242,1.046,2.405,0.065,13.274
4550.875,4550.765,6.027,-19.25,17.681,9.972,10.571,47.215,6.066,2.705,4021.455,1680.345,0.824,2.465,0.07,12.759
4551,4550.89,6.026,-19.248,17.574,9.796,10.274,47.253,6.244,2.717,4050.651,1677.798,0.749,2.628,0.087,11.991
4551.125,4551.015,6.024,-19.246,17.444,9.69,9.949,47.236,6.59,2.72,3936.974,1603.929,0.705,3.146,0.16,10.191
4551.25,4551.14,6.023,-19.244,17.227,9.616,9.562,47.183,6.975,2.7,3717.856,1466.187,0.673,3.413,0.21,9.628
4551.375,4551.265,6.022,-19.242,17.072,9.66,9.413,46.966,6.948,2.674,3620.052,1390.265,0.692,3.504,0.23,9.501
4551.5,4551.39,6.02,-19.24,16.148,9.354,9.312,46.911,6.497,2.645,3729.862,1360.608,0.563,3.321,0.192,9.873
4551.625,4551.515,6.019,-19.238,15.337,8.948,9.278,46.541,6.195,2.649,4036.766,1421.972,0.393,3.01,0.138,10.322
4551.75,4551.64,6.018,-19.236,14.809,8.666,9.218,46.32,5.761,2.672,4820.633,1583.378,0.276,2.666,0.092,10.735
4551.875,4551.765,6.017,-19.234,14.844,8.688,9.172,46.175,5.315,2.701,5805.722,1778.727,0.285,2.315,0.057,11.283
4552,4551.89,6.015,-19.232,15.127,8.849,9.166,46.112,5.066,2.722,6496.57,1915.137,0.352,2.101,0.041,11.665
4552.125,4552.015,6.014,-19.23,15.521,9.124,9.163,46.156,5.134,2.739,6791.238,2008.888,0.467,2.153,0.045,11.239
4552.25,4552.14,6.013,-19.228,15.738,9.299,9.132,46.448,5.444,2.737,6282.041,1939.349,0.54,2.602,0.085,9.815
4552.375,4552.265,6.011,-19.226,15.912,9.475,9.08,46.607,5.796,2.73,5442.823,1792.884,0.614,3.115,0.155,9.124
4552.5,4552.39,6.01,-19.224,15.392,9.489,8.99,46.973,6.028,2.714,3799.318,1435.221,0.62,3.253,0.179,10.005
4552.625,4552.515,6.009,-19.222,14.658,9.294,8.983,47.285,5.844,2.704,3129.555,1252.438,0.538,3.14,0.159,11.733
4552.75,4552.64,6.008,-19.22,14.215,9.142,9.077,47.374,5.571,2.688,2583.084,1075.587,0.475,3.008,0.138,13.383
4552.875,4552.765,6.006,-19.218,14.364,9.194,9.236,47.462,5.441,2.679,2305.471,969.025,0.496,2.958,0.13,14.124
4553,4552.89,6.005,-19.216,14.694,9.342,9.374,47.462,5.446,2.682,2328.719,959.314,0.558,2.9,0.122,14.043
4553.125,4553.015,6.004,-19.215,15.167,9.581,9.564,47.286,5.302,2.716,2771.912,1059.685,0.659,2.738,0.1,13.877
4553.25,4553.14,6.002,-19.213,15.622,9.781,9.642,47.134,5.168,2.738,3177.173,1155.181,0.743,2.524,0.076,13.768
4553.375,4553.265,6.001,-19.211,16.184,10.002,9.818,46.72,5.093,2.76,3852.712,1316.058,0.836,2.322,0.058,13.839
4553.5,4553.39,6,-19.209,16.059,9.892,10.02,46.633,5.119,2.764,4232.167,1414.7,0.79,2.257,0.052,13.597
4553.625,4553.515,5.999,-19.207,15.426,9.545,10.31,46.302,5.15,2.761,4258.094,1442.701,0.644,2.245,0.051,13.633
4553.75,4553.64,5.997,-19.205,15.003,9.331,10.714,46.18,5.193,2.756,3963.286,1402.873,0.554,2.259,0.053,14.038
4553.875,4553.765,5.996,-19.203,15.358,9.499,10.936,46.168,5.302,2.75,3635.417,1336.585,0.624,2.339,0.059,14.36
4554,4553.89,5.995,-19.201,16.036,9.742,11.112,46.24,5.459,2.739,3314.198,1267.123,0.727,2.385,0.063,14.911
