date,生产时间_(H),casing_p_shut,casing_p_avg,tubing_p_shut,tubing_p_avg,井口温度,qg_m3d,qw_td,日产油量_(t),日放空气量_(m^3),月产气量_(m^3),月产水量_(t),月产油量_(t),月放空气量_(m^3),年产气量_(10^4m^3),年产水量_(10^4t),年产油量_(10^4t),年放空气量_(10^4m^3),累产气量_(10^8m^3),累产水量_(10^4t),累产油量_(10^4t),累放空气量_(10^8m^3),输压_(MPa),气举注气量_(m^3),t_day,well_id,op_condition,qg_valid
2013-09-23,24.0,,47.51,,62.54,,277315.0,2.5,,,5712132.0,47.7,,,3218.1397,0.02574,0.0,0.0,0.32181397,0.02574,0.0,0.0,4.3,,136,SY9,open,1
2013-09-24,24.0,,47.66,,62.54,,281275.0,2.2,,,5993407.0,49.9,,,3246.2672,0.02596,0.0,0.0,0.32462672,0.02596,0.0,0.0,4.0,,137,SY9,open,1
2013-09-25,24.0,,47.75,,62.53,,284020.0,2.6,,,6277427.0,52.5,,,3274.6692,0.02622,0.0,0.0,0.32746692,0.02622,0.0,0.0,4.2,,138,SY9,open,1
2013-09-26,24.0,,47.69,,62.53,,280679.0,2.3,,,6558106.0,54.8,,,3302.7371,0.02645,0.0,0.0,0.33027371,0.02645,0.0,0.0,4.4,,139,SY9,open,1
2013-09-27,24.0,,47.68,,62.53,,260913.0,2.1,,,6819019.0,56.9,,,3328.8284,0.02666,0.0,0.0,0.33288284,0.02666,0.0,0.0,4.4,,140,SY9,open,1
2013-09-28,24.0,,47.69,,62.53,,283639.0,2.5,,,7102658.0,59.4,,,3357.1923,0.02691,0.0,0.0,0.33571923,0.02691,0.0,0.0,4.4,,141,SY9,open,1
2013-09-29,24.0,,47.68,,62.52,,284519.0,2.2,,,7387177.0,61.6,,,3385.6442,0.02713,0.0,0.0,0.33856442,0.02713,0.0,0.0,4.5,,142,SY9,open,1
2013-09-30,24.0,,47.71,,62.52,,286487.0,2.3,,,7673664.0,63.9,,,3414.2929,0.02736,0.0,0.0,0.34142929,0.02736,0.0,0.0,4.4,,143,SY9,open,1
2013-10-01,24.0,,47.78,,62.51,,286517.0,2.2,,,286517.0,2.2,,,3442.9446,0.02758,0.0,0.0,0.34429446,0.02758,0.0,0.0,4.3,,144,SY9,open,1
2013-10-02,24.0,,47.74,,62.52,,284705.0,2.2,,,571222.0,4.4,,,3471.4151,0.0278,0.0,0.0,0.34714151,0.0278,0.0,0.0,4.3,,145,SY9,open,1
2013-10-03,24.0,,47.76,,62.51,,286428.0,2.2,,,857650.0,6.6,,,3500.0579,0.02802,0.0,0.0,0.35000579,0.02802,0.0,0.0,4.3,,146,SY9,open,1
2013-10-04,24.0,,47.8,,62.5,,288595.0,2.3,,,1146245.0,8.9,,,3528.9174,0.02825,0.0,0.0,0.35289174,0.02825,0.0,0.0,4.4,,147,SY9,open,1
2013-10-05,24.0,,47.85,,62.5,,290411.0,2.3,,,1436656.0,11.2,,,3557.9585,0.02848,0.0,0.0,0.35579585,0.02848,0.0,0.0,4.4,,148,SY9,open,1
2013-10-06,24.0,,47.89,,62.49,,292296.0,2.2,,,1728952.0,13.4,,,3587.1881,0.0287,0.0,0.0,0.35871881,0.0287,0.0,0.0,4.3,,149,SY9,open,1
2013-10-07,24.0,,47.98,,62.48,,288915.0,2.6,,,2017867.0,16.0,,,3616.0796,0.02896,0.0,0.0,0.36160796,0.02896,0.0,0.0,4.3,,150,SY9,open,1
2013-10-08,24.0,,48.08,,62.48,,294078.0,2.3,,,2311945.0,18.3,,,3645.4874,0.02919,0.0,0.0,0.36454874,0.02919,0.0,0.0,4.3,,151,SY9,open,1
2013-10-09,24.0,,48.14,,62.47,,303314.0,2.3,,,2615259.0,20.6,,,3675.8188,0.02942,0.0,0.0,0.36758188,0.02942,0.0,0.0,4.3,,152,SY9,open,1
2013-10-10,24.0,,48.22,,62.46,,306181.0,2.4,,,2921440.0,23.0,,,3706.4369,0.02966,0.0,0.0,0.37064369,0.02966,0.0,0.0,4.3,,153,SY9,open,1
2013-10-11,24.0,,48.2,,62.46,,305509.0,2.2,,,3226949.0,25.2,,,3736.9878,0.02988,0.0,0.0,0.37369878,0.02988,0.0,0.0,4.4,,154,SY9,open,1
2013-10-12,22.0,46.67,46.33,62.81,62.61,,213183.0,1.3,,,3440132.0,26.5,,,3758.3061,0.03001,0.0,0.0,0.37583061,0.03001,0.0,0.0,4.0,,155,SY9,open,1
2013-10-13,24.0,,45.48,,62.49,,196960.0,1.4,,,3637092.0,27.9,,,3778.0021,0.03015,0.0,0.0,0.37780021,0.03015,0.0,0.0,4.3,,156,SY9,open,1
2013-10-14,24.0,,44.46,,62.34,,189891.0,1.7,,,3826983.0,29.6,,,3796.9912,0.03032,0.0,0.0,0.37969912,0.03032,0.0,0.0,4.0,,157,SY9,open,1
2013-10-15,24.0,,46.74,,62.43,,287171.0,2.3,,,4114154.0,31.9,,,3825.7083,0.03055,0.0,0.0,0.38257083,0.03055,0.0,0.0,4.5,,158,SY9,open,1
2013-10-16,24.0,,47.61,,62.45,,298667.0,2.5,,,4412821.0,34.4,,,3855.575,0.0308,0.0,0.0,0.3855575,0.0308,0.0,0.0,4.4,,159,SY9,open,1
2013-10-17,24.0,,47.84,,62.46,,301952.0,2.3,,,4714773.0,36.7,,,3885.7702,0.03103,0.0,0.0,0.38857702,0.03103,0.0,0.0,4.3,,160,SY9,open,1
2013-10-18,24.0,,47.96,,62.46,,304200.0,2.6,,,5018973.0,39.3,,,3916.1902,0.03129,0.0,0.0,0.39161902,0.03129,0.0,0.0,4.3,,161,SY9,open,1
2013-10-19,24.0,,48.01,,62.45,,306548.0,2.5,,,5325521.0,41.8,,,3946.845,0.03154,0.0,0.0,0.3946845,0.03154,0.0,0.0,4.3,,162,SY9,open,1
2013-10-20,24.0,,47.84,,62.46,,298427.0,2.5,,,5623948.0,44.3,,,3976.6877,0.03179,0.0,0.0,0.39766877,0.03179,0.0,0.0,4.4,,163,SY9,open,1
2013-10-21,24.0,,47.85,,62.45,,304183.0,2.4,,,5928131.0,46.7,,,4007.106,0.03203,0.0,0.0,0.4007106,0.03203,0.0,0.0,4.7,,164,SY9,open,1
2013-10-22,24.0,,47.92,,62.44,,308286.0,2.4,,,6236417.0,49.1,,,4037.9346,0.03227,0.0,0.0,0.40379346,0.03227,0.0,0.0,4.7,,165,SY9,open,1
2013-10-23,24.0,,47.97,,62.43,,311142.0,2.2,,,6547559.0,51.3,,,4069.0488,0.03249,0.0,0.0,0.40690488,0.03249,0.0,0.0,4.4,,166,SY9,open,1
2013-10-24,24.0,,47.8,,62.44,,301727.0,2.5,,,6849286.0,53.8,,,4099.2215,0.03274,0.0,0.0,0.40992215,0.03274,0.0,0.0,4.3,,167,SY9,open,1
2013-10-25,24.0,,47.82,,62.43,,307759.0,2.4,,,7157045.0,56.2,,,4129.9974,0.03298,0.0,0.0,0.41299974,0.03298,0.0,0.0,4.3,,168,SY9,open,1
2013-10-26,24.0,,47.91,,62.42,,313055.0,2.5,,,7470100.0,58.7,,,4161.3029,0.03323,0.0,0.0,0.41613029,0.03323,0.0,0.0,4.3,,169,SY9,open,1
2013-10-27,24.0,,47.69,,62.43,,303386.0,3.6,,,7773486.0,62.3,,,4191.6415,0.03359,0.0,0.0,0.41916415,0.03359,0.0,0.0,4.3,,170,SY9,open,1
2013-10-28,24.0,,47.76,,62.41,,312048.0,2.2,,,8085534.0,64.5,,,4222.8463,0.03381,0.0,0.0,0.42228463,0.03381,0.0,0.0,4.4,,171,SY9,open,1
2013-10-29,24.0,,47.74,,62.41,,311901.0,3.5,,,8397435.0,68.0,,,4254.0364,0.03416,0.0,0.0,0.42540364,0.03416,0.0,0.0,4.4,,172,SY9,open,1
2013-10-30,24.0,,47.83,,62.4,,318732.0,2.5,,,8716167.0,70.5,,,4285.9096,0.03441,0.0,0.0,0.42859096,0.03441,0.0,0.0,4.3,,173,SY9,open,1
2013-10-31,24.0,,47.92,,62.38,,324852.0,2.0,,,9041019.0,72.5,,,4318.3948,0.03461,0.0,0.0,0.43183948,0.03461,0.0,0.0,4.5,,174,SY9,open,1
2013-11-01,24.0,,47.95,,62.37,,328701.0,2.6,,,328701.0,2.6,,,4351.2649,0.03487,0.0,0.0,0.43512649,0.03487,0.0,0.0,4.6,,175,SY9,open,1
2013-11-02,24.0,,47.97,,62.37,,329598.0,2.5,,,658299.0,5.1,,,4384.2247,0.03512,0.0,0.0,0.43842247,0.03512,0.0,0.0,4.5,,176,SY9,open,1
2013-11-03,24.0,,47.94,,62.37,,328091.0,2.7,,,986390.0,7.8,,,4417.0338,0.03539,0.0,0.0,0.44170338,0.03539,0.0,0.0,4.5,,177,SY9,open,1
2013-11-04,24.0,,48.06,,62.35,,335960.0,2.8,,,1322350.0,10.6,,,4450.6298,0.03567,0.0,0.0,0.44506298,0.03567,0.0,0.0,4.6,,178,SY9,open,1
2013-11-05,24.0,,47.88,,62.37,,324084.0,2.5,,,1646434.0,13.1,,,4483.0382,0.03592,0.0,0.0,0.44830382,0.03592,0.0,0.0,4.6,,179,SY9,open,1
2013-11-06,24.0,,48.04,,62.34,,336339.0,2.3,,,1982773.0,15.4,,,4516.6721,0.03615,0.0,0.0,0.45166721,0.03615,0.0,0.0,4.8,,180,SY9,open,1
2013-11-07,24.0,,47.62,,62.38,,312809.0,2.5,,,2295582.0,17.9,,,4547.953,0.0364,0.0,0.0,0.4547953,0.0364,0.0,0.0,4.8,,181,SY9,open,1
2013-11-08,24.0,,47.79,,62.35,,327995.0,2.5,,,2623577.0,20.4,,,4580.7525,0.03665,0.0,0.0,0.45807525,0.03665,0.0,0.0,4.9,,182,SY9,open,1
2013-11-09,24.0,,47.94,,62.38,,308418.0,3.0,,,2931995.0,23.4,,,4611.5943,0.03695,0.0,0.0,0.46115943,0.03695,0.0,0.0,4.7,,183,SY9,open,1
2013-11-10,24.0,,47.04,,62.39,,297370.0,2.3,,,3229365.0,25.7,,,4641.3313,0.03718,0.0,0.0,0.46413313,0.03718,0.0,0.0,4.7,,184,SY9,open,1
2013-11-11,24.0,,47.24,,62.37,,310390.0,2.2,,,3539755.0,27.9,,,4672.3703,0.0374,0.0,0.0,0.46723703,0.0374,0.0,0.0,4.9,,185,SY9,open,1
2013-11-12,24.0,,47.48,,62.35,,322829.0,2.3,,,3862584.0,30.2,,,4704.6532,0.03763,0.0,0.0,0.47046532,0.03763,0.0,0.0,4.8,,186,SY9,open,1
2013-11-13,24.0,,47.25,,62.37,,304118.0,2.2,,,4166702.0,32.4,,,4735.065,0.03785,0.0,0.0,0.4735065,0.03785,0.0,0.0,4.7,,187,SY9,open,1
2013-11-14,24.0,,47.41,,62.35,,321956.0,2.3,,,4488658.0,34.7,,,4767.2606,0.03808,0.0,0.0,0.47672606,0.03808,0.0,0.0,4.8,,188,SY9,open,1
2013-11-15,24.0,,47.44,,62.35,,318574.0,2.4,,,4807232.0,37.1,,,4799.118,0.03832,0.0,0.0,0.4799118,0.03832,0.0,0.0,5.0,,189,SY9,open,1
2013-11-16,24.0,,47.31,,62.36,,311338.0,2.5,,,5118570.0,39.6,,,4830.2518,0.03857,0.0,0.0,0.48302518,0.03857,0.0,0.0,5.0,,190,SY9,open,1
2013-11-17,24.0,,47.21,,62.35,,314998.0,2.4,,,5433568.0,42.0,,,4861.7516,0.03881,0.0,0.0,0.48617516,0.03881,0.0,0.0,4.9,,191,SY9,open,1
2013-11-18,24.0,,47.53,,62.32,,331857.0,2.5,,,5765425.0,44.5,,,4894.9373,0.03906,0.0,0.0,0.48949373,0.03906,0.0,0.0,5.0,,192,SY9,open,1
2013-11-19,24.0,,47.76,,62.3,,340742.0,6.3,,,6106167.0,50.8,,,4929.0115,0.03969,0.0,0.0,0.49290115,0.03969,0.0,0.0,5.0,,193,SY9,open,1
2013-11-20,24.0,,47.35,,62.34,,315977.0,2.5,,,6422144.0,53.3,,,4960.6092,0.03994,0.0,0.0,0.49606092,0.03994,0.0,0.0,4.8,,194,SY9,open,1
2013-11-21,24.0,,47.46,,62.31,,329648.0,2.8,,,6751792.0,56.1,,,4993.574,0.04022,0.0,0.0,0.4993574,0.04022,0.0,0.0,4.9,,195,SY9,open,1
2013-11-22,24.0,,45.71,,62.4,,227393.0,2.5,,,6979185.0,58.6,,,5016.3133,0.04047,0.0,0.0,0.50163133,0.04047,0.0,0.0,4.2,,196,SY9,open,1
2013-11-23,24.0,,44.33,,62.33,,203468.0,1.2,,,7182653.0,59.8,,,5036.6601,0.04059,0.0,0.0,0.50366601,0.04059,0.0,0.0,4.2,,197,SY9,open,1
2013-11-24,24.0,,44.31,,62.33,,223148.0,1.2,,,7405801.0,61.0,,,5058.9749,0.04071,0.0,0.0,0.50589749,0.04071,0.0,0.0,4.4,,198,SY9,open,1
2013-11-25,24.0,,44.8,,62.36,,238992.0,1.3,,,7644793.0,62.3,,,5082.8741,0.04084,0.0,0.0,0.50828741,0.04084,0.0,0.0,4.6,,199,SY9,open,1
2013-11-26,24.0,,44.97,,62.38,,240424.0,1.3,,,7885217.0,63.6,,,5106.9165,0.04097,0.0,0.0,0.51069165,0.04097,0.0,0.0,4.6,,200,SY9,open,1
2013-11-27,24.0,,45.1,,62.39,,247253.0,1.5,,,8132470.0,65.1,,,5131.6418,0.04112,0.0,0.0,0.51316418,0.04112,0.0,0.0,4.7,,201,SY9,open,1
2013-11-28,24.0,,45.3,,62.39,,254713.0,1.5,,,8387183.0,66.6,,,5157.1131,0.04127,0.0,0.0,0.51571131,0.04127,0.0,0.0,4.5,,202,SY9,open,1
2013-11-29,24.0,,45.52,,62.39,,260325.0,2.0,,,8647508.0,68.6,,,5183.1456,0.04147,0.0,0.0,0.51831456,0.04147,0.0,0.0,4.5,,203,SY9,open,1
2013-11-30,17.0,45.7,43.32,62.84,62.45,,143140.0,1.0,,,8790648.0,69.6,,,5197.4596,0.04157,0.0,0.0,0.51974596,0.04157,0.0,0.0,4.6,,204,SY9,throttled,1
2013-12-01,24.0,,43.18,,62.26,48.8,178668.0,1.0,,,178668.0,1.0,,,5215.3264,0.04167,0.0,0.0,0.52153264,0.04167,0.0,0.0,4.5,,205,SY9,open,1
2013-12-02,24.0,,42.68,,62.03,48.0,169479.0,1.0,,,348147.0,2.0,,,5232.2743,0.04177,0.0,0.0,0.52322743,0.04177,0.0,0.0,4.5,,206,SY9,open,1
2013-12-03,24.0,,42.32,,61.9,46.0,135385.0,1.2,,,483532.0,3.2,,,5245.8128,0.04189,0.0,0.0,0.52458128,0.04189,0.0,0.0,4.3,,207,SY9,open,1
2013-12-04,24.0,,42.44,,61.97,46.0,166702.0,1.5,,,650234.0,4.7,,,5262.483,0.04204,0.0,0.0,0.5262483,0.04204,0.0,0.0,4.4,,208,SY9,open,1
2013-12-05,24.0,,41.26,,61.75,46.0,98765.0,1.0,,,748999.0,5.7,,,5272.3595,0.04214,0.0,0.0,0.52723595,0.04214,0.0,0.0,4.2,,209,SY9,open,1
2013-12-06,24.0,,40.78,,61.1,42.0,101801.0,1.2,,,850800.0,6.9,,,5282.5396,0.04226,0.0,0.0,0.52825396,0.04226,0.0,0.0,4.3,,210,SY9,open,1
2013-12-07,24.0,,40.44,,60.46,42.0,98533.0,1.0,,,949333.0,7.9,,,5292.3929,0.04236,0.0,0.0,0.52923929,0.04236,0.0,0.0,4.2,,211,SY9,open,1
2013-12-08,21.0,39.41,40.34,60.69,61.13,34.9,90113.0,0.8,,,1039446.0,8.7,,,5301.4042,0.04244,0.0,0.0,0.53014042,0.04244,0.0,0.0,4.0,,212,SY9,open,1
2013-12-09,24.0,,40.7,,60.68,39.8,99287.0,0.7,,,1138733.0,9.4,,,5311.3329,0.04251,0.0,0.0,0.53113329,0.04251,0.0,0.0,4.0,,213,SY9,open,1
2013-12-10,24.0,,41.0,,60.9,39.8,106500.0,1.0,,,1245233.0,10.4,,,5321.9829,0.04261,0.0,0.0,0.53219829,0.04261,0.0,0.0,4.1,,214,SY9,open,1
2013-12-11,24.0,,41.21,,61.03,39.6,110282.0,0.8,,,1355515.0,11.2,,,5333.0111,0.04269,0.0,0.0,0.53330111,0.04269,0.0,0.0,4.0,,215,SY9,open,1
2013-12-12,24.0,,41.2,,60.92,38.4,108813.0,0.8,,,1464328.0,12.0,,,5343.8924,0.04277,0.0,0.0,0.53438924,0.04277,0.0,0.0,4.3,,216,SY9,open,1
2013-12-13,24.0,,41.24,,60.9,39.0,108841.0,0.8,,,1573169.0,12.8,,,5354.7765,0.04285,0.0,0.0,0.53547765,0.04285,0.0,0.0,4.4,,217,SY9,open,1
2013-12-14,24.0,,41.34,,61.0,39.1,112989.0,0.4,,,1686158.0,13.2,,,5366.0754,0.04289,0.0,0.0,0.53660754,0.04289,0.0,0.0,4.4,,218,SY9,open,1
2013-12-15,24.0,,41.57,,61.16,39.0,117865.0,0.6,,,1804023.0,13.8,,,5377.8619,0.04295,0.0,0.0,0.53778619,0.04295,0.0,0.0,4.4,,219,SY9,open,1
2013-12-16,24.0,,41.79,,61.3,40.0,122557.0,0.6,,,1926580.0,14.4,,,5390.1176,0.04301,0.0,0.0,0.53901176,0.04301,0.0,0.0,4.4,,220,SY9,open,1
2013-12-17,24.0,,41.77,,61.21,40.0,116458.0,0.4,,,2043038.0,14.8,,,5401.7634,0.04305,0.0,0.0,0.54017634,0.04305,0.0,0.0,4.4,,221,SY9,open,1
2013-12-18,24.0,,41.76,,61.16,38.1,114566.0,0.4,,,2157604.0,15.2,,,5413.22,0.04309,0.0,0.0,0.541322,0.04309,0.0,0.0,4.2,,222,SY9,open,1
2013-12-19,24.0,,41.82,,61.18,38.0,116723.0,0.4,,,2274327.0,15.6,,,5424.8923,0.04313,0.0,0.0,0.54248923,0.04313,0.0,0.0,4.3,,223,SY9,open,1
2013-12-20,23.17,41.97,41.75,61.26,61.14,37.8,109499.0,0.4,,,2383826.0,16.0,,,5435.8422,0.04317,0.0,0.0,0.54358422,0.04317,0.0,0.0,4.2,,224,SY9,open,1
2013-12-21,24.0,,41.92,,61.12,38.0,113520.0,0.6,,,2497346.0,16.6,,,5447.1942,0.04323,0.0,0.0,0.54471942,0.04323,0.0,0.0,4.0,,225,SY9,open,1
2013-12-22,24.0,,42.14,,61.26,40.0,117835.0,1.1,,,2615181.0,17.7,,,5458.9777,0.04334,0.0,0.0,0.54589777,0.04334,0.0,0.0,4.0,,226,SY9,open,1
2013-12-23,24.0,,41.77,,60.97,38.2,98583.0,0.2,,,2713764.0,17.9,,,5468.836,0.04336,0.0,0.0,0.5468836,0.04336,0.0,0.0,3.9,,227,SY9,open,1
2013-12-24,24.0,,41.71,,60.69,37.1,101668.0,0.8,,,2815432.0,18.7,,,5479.0028,0.04344,0.0,0.0,0.54790028,0.04344,0.0,0.0,4.0,,228,SY9,open,1
2013-12-25,24.0,,44.05,,61.7,48.0,210438.0,1.5,,,3025870.0,20.2,,,5500.0466,0.04359,0.0,0.0,0.55000466,0.04359,0.0,0.0,4.6,,229,SY9,open,1
2013-12-26,24.0,,47.64,,62.43,51.6,295487.0,1.5,,,3321357.0,21.7,,,5529.5953,0.04374,0.0,0.0,0.55295953,0.04374,0.0,0.0,4.7,,230,SY9,open,1
2013-12-27,24.0,,48.2,,62.47,53.6,290668.0,3.5,,,3612025.0,25.2,,,5558.6621,0.04409,0.0,0.0,0.55586621,0.04409,0.0,0.0,4.6,,231,SY9,open,1
2013-12-28,24.0,,48.53,,62.46,54.0,294671.0,3.0,,,3906696.0,28.2,,,5588.1292,0.04439,0.0,0.0,0.55881292,0.04439,0.0,0.0,4.6,,232,SY9,open,1
2013-12-29,24.0,,48.9,,62.49,55.0,296275.0,3.0,,,4202971.0,31.2,,,5617.7567,0.04469,0.0,0.0,0.56177567,0.04469,0.0,0.0,4.6,,233,SY9,open,1
2013-12-30,24.0,,49.0,,62.5,56.0,301274.0,3.0,,,4504245.0,34.2,,,5647.8841,0.04499,0.0,0.0,0.56478841,0.04499,0.0,0.0,4.7,,234,SY9,open,1
2013-12-31,24.0,,48.4,,62.5,53.3,216648.0,1.9,,,4720893.0,36.1,,,5669.5489,0.04518,0.0,0.0,0.56695489,0.04518,0.0,0.0,4.3,,235,SY9,open,1
2014-01-01,24.0,,48.3,,62.5,49.0,209511.0,2.0,,,209511.0,2.0,,,20.9511,0.0002,0.0,0.0,0.56905,0.04538,0.0,0.0,4.2,,236,SY9,open,1
2014-01-02,24.0,,35.9,,62.5,50.0,210231.0,1.7,,,419742.0,3.7,,,41.9742,0.00037,0.0,0.0,0.57115231,0.04555,0.0,0.0,4.3,,237,SY9,open,1
2014-01-03,24.0,,47.0,,62.5,51.0,225712.0,1.8,,,645454.0,5.5,,,64.5454,0.00055,0.0,0.0,0.57340943,0.04573,0.0,0.0,4.4,,238,SY9,open,1
2014-01-04,24.0,,46.9,,62.8,51.4,226749.0,2.0,,,872203.0,7.5,,,87.2203,0.00075,0.0,0.0,0.57567692,0.04593,0.0,0.0,4.4,,239,SY9,open,1
2014-01-05,24.0,,47.0,,63.0,51.0,219919.0,1.9,,,1092122.0,9.4,,,109.2122,0.00094,0.0,0.0,0.57787611,0.04612,0.0,0.0,4.4,,240,SY9,open,1
2014-01-06,24.0,,46.5,,63.0,50.8,217903.0,2.0,,,1310025.0,11.4,,,131.0025,0.00114,0.0,0.0,0.58005514,0.04632,0.0,0.0,4.2,,241,SY9,open,1
2014-01-07,24.0,,46.5,,63.0,51.2,229178.0,2.2,,,1539203.0,13.6,,,153.9203,0.00136,0.0,0.0,0.58234692,0.04654,0.0,0.0,4.2,,242,SY9,open,1
2014-01-08,24.0,,46.3,,63.0,52.0,225965.0,2.1,,,1765168.0,15.7,,,176.5168,0.00157,0.0,0.0,0.58460657,0.04675,0.0,0.0,4.3,,243,SY9,open,1
2014-01-09,24.0,,45.5,,63.4,47.0,152696.0,1.2,,,1917864.0,16.9,,,191.7864,0.00169,0.0,0.0,0.58613353,0.04687,0.0,0.0,4.5,,244,SY9,open,1
2014-01-10,24.0,,43.7,,62.5,41.8,114230.0,0.6,,,2032094.0,17.5,,,203.2094,0.00175,0.0,0.0,0.58727583,0.04693,0.0,0.0,4.0,,245,SY9,open,1
2014-01-11,10.75,42.8,42.9,62.5,62.4,24.9,62380.0,0.2,,,2094474.0,17.7,,,209.4474,0.00177,0.0,0.0,0.58789963,0.04695,0.0,0.0,5.0,,246,SY9,throttled,1
2014-01-12,16.67,38.9,40.1,63.3,63.1,28.3,83733.0,0.3,,,2178207.0,18.0,,,217.8207,0.0018,0.0,0.0,0.58873696,0.04698,0.0,0.0,3.8,,247,SY9,throttled,1
2014-01-13,24.0,,39.4,,62.7,38.2,113928.0,1.6,,,2292135.0,19.6,,,229.2135,0.00196,0.0,0.0,0.58987624,0.04714,0.0,0.0,3.8,,248,SY9,open,1
2014-01-14,3.75,40.8,40.9,62.5,62.5,26.0,17144.0,0.2,,,2309279.0,19.8,,,230.9279,0.00198,0.0,0.0,0.59004768,0.04716,0.0,0.0,3.8,,249,SY9,throttled,1
2014-01-15,0.0,37.0,37.0,,,,,,,,2309279.0,19.8,,,230.9279,0.00198,0.0,0.0,0.59004768,0.04716,0.0,0.0,,,250,SY9,shut_in,0
2014-01-16,0.0,36.5,36.5,,,,,,,,2309279.0,19.8,,,230.9279,0.00198,0.0,0.0,0.59004768,0.04716,0.0,0.0,,,251,SY9,shut_in,0
2014-01-17,0.0,36.4,36.4,,,,,,,,2309279.0,19.8,,,230.9279,0.00198,0.0,0.0,0.59004768,0.04716,0.0,0.0,,,252,SY9,shut_in,0
2014-01-18,0.0,36.0,36.0,,,,,,,,2309279.0,19.8,,,230.9279,0.00198,0.0,0.0,0.59004768,0.04716,0.0,0.0,,,253,SY9,shut_in,0
2014-01-19,15.0,36.2,35.9,63.0,63.0,22.2,101210.0,0.3,,,2410489.0,20.1,,,241.0489,0.00201,0.0,0.0,0.59105978,0.04719,0.0,0.0,4.1,,254,SY9,throttled,1
2014-01-20,24.0,,39.0,,63.0,40.0,174353.0,1.4,,,2584842.0,21.5,,,258.4842,0.00215,0.0,0.0,0.59280331,0.04733,0.0,0.0,4.0,,255,SY9,open,1
2014-01-21,24.0,,40.4,,62.7,41.8,166425.0,0.6,,,2751267.0,22.1,,,275.1267,0.00221,0.0,0.0,0.59446756,0.04739,0.0,0.0,4.0,,256,SY9,open,1
2014-01-22,20.5,39.5,39.9,62.6,62.7,37.9,131871.0,1.5,,,2883138.0,23.6,,,288.3138,0.00236,0.0,0.0,0.59578627,0.04754,0.0,0.0,4.2,,257,SY9,open,1
2014-01-23,21.5,43.0,42.4,63.5,63.0,48.0,265158.0,3.0,,,3148296.0,26.6,,,314.8296,0.00266,0.0,0.0,0.59843785,0.04784,0.0,0.0,5.1,,258,SY9,open,1
2014-01-24,24.0,,42.0,,63.0,42.0,143456.0,0.8,,,3291752.0,27.4,,,329.1752,0.00274,0.0,0.0,0.59987241,0.04792,0.0,0.0,4.0,,259,SY9,open,1
2014-01-25,24.0,,42.8,,62.2,52.7,355298.0,4.2,,,3647050.0,31.6,,,364.705,0.00316,0.0,0.0,0.60342539,0.04834,0.0,0.0,5.1,,260,SY9,open,1
2014-01-26,21.5,48.0,43.9,63.0,62.7,55.0,266651.0,2.0,,,3913701.0,33.6,,,391.3701,0.00336,0.0,0.0,0.6060919,0.04854,0.0,0.0,4.7,,261,SY9,open,1
2014-01-27,24.0,,40.2,,63.0,44.7,129041.0,1.4,,,4042742.0,35.0,,,404.2742,0.0035,0.0,0.0,0.60738231,0.04868,0.0,0.0,3.8,,262,SY9,open,1
2014-01-28,24.0,,40.0,,63.0,43.0,135328.0,1.3,,,4178070.0,36.3,,,417.807,0.00363,0.0,0.0,0.60873559,0.04881,0.0,0.0,3.8,,263,SY9,open,1
2014-01-29,24.0,,39.8,,62.9,43.0,139109.0,1.1,,,4317179.0,37.4,,,431.7179,0.00374,0.0,0.0,0.61012668,0.04892,0.0,0.0,3.8,,264,SY9,open,1
2014-01-30,24.0,,39.6,,62.5,43.2,142238.0,1.2,,,4459417.0,38.6,,,445.9417,0.00386,0.0,0.0,0.61154906,0.04904,0.0,0.0,3.9,,265,SY9,open,1
2014-01-31,24.0,,39.6,,62.5,43.0,146403.0,1.5,,,4605820.0,40.1,,,460.582,0.00401,0.0,0.0,0.61301309,0.04919,0.0,0.0,3.9,,266,SY9,open,1
2014-02-01,24.0,,39.6,,62.5,43.0,148868.0,0.7,,,148868.0,0.7,,,475.4688,0.00408,0.0,0.0,0.61450177,0.04926,0.0,0.0,3.8,,267,SY9,open,1
2014-02-02,24.0,,39.6,,62.5,44.0,144460.0,1.5,,,293328.0,2.2,,,489.9148,0.00423,0.0,0.0,0.61594637,0.04941,0.0,0.0,3.4,,268,SY9,open,1
2014-02-03,24.0,,39.6,,62.5,43.6,148496.0,1.2,,,441824.0,3.4,,,504.7644,0.00435,0.0,0.0,0.61743133,0.04953,0.0,0.0,3.3,,269,SY9,open,1
2014-02-04,24.0,,39.6,,62.5,44.1,147802.0,1.2,,,589626.0,4.6,,,519.5446,0.00447,0.0,0.0,0.61890935,0.04965,0.0,0.0,3.8,,270,SY9,open,1
2014-02-05,24.0,,39.6,,62.5,43.6,149837.0,1.0,,,739463.0,5.6,,,534.5283,0.00457,0.0,0.0,0.62040772,0.04975,0.0,0.0,3.4,,271,SY9,open,1
2014-02-06,24.0,,39.6,,62.5,43.6,152914.0,1.0,,,892377.0,6.6,,,549.8197,0.00467,0.0,0.0,0.62193686,0.04985,0.0,0.0,3.5,,272,SY9,open,1
2014-02-07,24.0,,39.6,,62.5,42.3,157515.0,1.2,,,1049892.0,7.8,,,565.5712,0.00479,0.0,0.0,0.62351201,0.04997,0.0,0.0,3.9,,273,SY9,open,1
